plan,office,district,DEM,REP,TOT,margin,winner
Evers least change,USH,69,7939.797922231392,15262.291483397974,23218.28683160754,-31.537613495231355,rep
Evers least change,USH,70,9283.005053901865,16261.813709615615,25561.780874478238,-27.301731009992476,rep
Evers least change,USH,71,14984.221849357256,12857.491913878177,27854.71376323543,7.635080918641801,dem
Evers least change,USH,72,8196.142553181666,17552.942072663784,25763.08462584545,-36.318630534231154,rep
Evers least change,USH,73,12968,13215,26195,-0.9429280397022399,rep
Evers least change,USH,74,14164,15408,29583,-4.205117804144271,rep
Evers least change,USH,75,9276.60396039604,17386.37623762376,26672.980198019803,-30.40444756086832,rep
Evers least change,USH,76,22867.882856469016,3268.2511968719914,26790.242040766185,73.15959157730882,dem
Evers least change,USH,77,29783.43548238402,3359.169748022396,33686.06793245814,78.44271343079664,dem
Evers least change,USH,78,25399.31395228637,5955.612873533356,32036.401600612644,60.692525088027324,dem
Evers least change,USH,79,24241.85141496182,10071.098692133006,35003.12020802707,40.48425579951332,dem
Evers least change,USH,80,22729.743795930117,10026.099130065868,33472.87399888122,37.9520583332308,dem
Evers least change,USH,81,11132.526080177984,12552.720880160634,24424.350455086198,-5.814667630953951,rep
Evers least change,USH,82,12620.764500615014,15834.835797327196,28587.65526554345,-11.242864330276452,rep
Evers least change,USH,83,9946.67631400856,22804.282633962226,32813.8842195215,-39.18343294544958,rep
Evers least change,USH,84,12486.095603813212,16972.852843222736,29608.078237757265,-15.153827963369315,rep
Evers least change,USH,85,10870.122984472971,11643.447143597143,22529.86133235005,-3.432440829157585,rep
Evers least change,USH,86,10384.778642475065,19697.00889214137,30100.33553836371,-30.93729715337429,rep
Evers least change,USH,87,8030.592689295039,17854.349869451697,25890.945169712795,-37.94282949410622,rep
Evers least change,USH,88,0,14075.281118546842,21356.36618178262,-65.90672307610703,rep
Evers least change,USH,89,0,19839.82838350484,25734.85826297918,-77.09321023168553,rep
Evers least change,USH,90,0,10211.832161397344,16974.73882718621,-60.15899428769056,rep
Evers least change,USH,91,16602.06867632872,9047.32018862572,25680.229167087957,29.418539992568455,dem
Evers least change,USH,92,9844,13862,23709,-16.947150870977268,rep
Evers least change,USH,93,11770.445386707255,16666.689507106246,28448.272554852225,-17.211041939219164,rep
Evers least change,USH,94,14354.18449256159,13610.770763342167,27988.949752780783,2.6560972661918534,dem
Evers least change,USH,95,16289.120621474516,9264.995566947015,25584.121277412076,27.45501781501098,dem
Evers least change,USH,96,12388.694885963892,13188.233669710819,25598.92896980714,-3.1233290450938367,rep
Evers least change,USH,97,10489.335235542909,16873.318159734124,27391.780059334742,-23.30619956192165,rep
Evers least change,USH,98,10926.667408967753,18451.71485831816,29389.3370984071,-25.60468589051049,rep
Evers least change,USH,99,10912.363709491756,23805.39072547211,34740.12760595097,-37.11277967145919,rep
Evers least change,USS,1,13490.663064328512,18798.339183109103,32341.000228255383,-16.411601624316578,rep
Evers least change,USS,2,10572.91725645106,16982.62652887853,27602.967079478563,-23.221087986562022,rep
Evers least change,USS,3,12168.794098175138,16583.716130805024,28767.196179393384,-15.347071035697246,rep
