plan,office,district,DEM,REP,TOT,margin,winner
Evers least change,WST,19,23208.506147368298,5271.963911998629,28964.868457070126,61.92516379611413,dem
Evers least change,WST,20,15638.789827372548,10831.8304660047,27024.83492527985,17.78719231646914,dem
Evers least change,WST,21,12142.524413608668,11519.960476365604,24209.93253998012,2.571522808727228,dem
Evers least change,WST,22,13104.94135348143,20205.8916685277,33827.70200376751,-20.991524385119074,rep
Evers least change,WST,23,18209.804907450874,15319.40849325834,33967.420142264855,8.509319819070043,dem
Evers least change,WST,24,10847.03126996051,22532.461668101438,33984.43212264935,-34.38465693929612,rep
Evers least change,WST,25,8871.731734809073,15683.280904950923,25259.30922522669,-26.96649029237544,rep
Evers least change,WST,26,9733.92504766932,14872.00137558887,25214.592970943195,-20.377391512290398,rep
Evers least change,WST,27,11118.921666715645,16141.26352754744,27921.851185116513,-17.987137842454047,rep
Evers least change,WST,28,9189,17076,26940,-29.276169265033403,rep
Evers least change,WST,29,9190.58657545405,14029.902716296077,23886.066436071862,-20.25999615212436,rep
Evers least change,WST,30,12964.22903139375,14445.699036176558,28021.71684775396,-5.286863802214004,rep
Evers least change,WST,31,10890.359271924408,14932.932301043054,26450.413174321486,-15.283591233437694,rep
Evers least change,WST,32,9082.158054213762,16175.584533507634,25843.747460689443,-27.44736029511039,rep
Evers least change,WST,33,10082.908883668202,18296.292940102456,29071.045305316344,-28.252799203378622,rep
Evers least change,WST,34,12227.61003994835,19891.17794237705,32829.82972275355,-23.343306886289668,rep
Evers least change,WST,35,9177.001917284359,18050.105941173693,27944.050356923657,-31.753106334103276,rep
Evers least change,WST,36,8571.437961793183,19289.070636032164,28542.431558490913,-37.549823504965744,rep
Evers least change,WST,37,18475.554878485214,9946.330458665878,29046.030732433013,29.364509383017147,dem
Evers least change,WST,38,11401.381619882975,15158.501574657228,27300.070135069946,-13.762308800620326,rep
Evers least change,WST,39,8632.923960369513,17056.122193103572,26359.89517552539,-31.954596847391194,rep
Evers least change,WST,40,8630.245950667007,18101.133183502265,27466.78410529712,-34.48123812575767,rep
Evers least change,WST,41,8704.620117975699,16298.909243411836,25821.611030193915,-29.41059377184455,rep
Evers least change,WST,42,13214.112651874735,14707.322452717133,28686.799954194757,-5.205215650496603,rep
Evers least change,WST,43,13857.818633318428,11788.225063749414,26401.132046457238,7.839033439654081,dem
Evers least change,WST,44,13085.860328112558,8447.132051666073,22223.700111030917,20.872889092595408,dem
Evers least change,WST,45,10413.082541469023,8835.081005752449,19876.210160459956,7.93914696502715,dem
Evers least change,WST,46,21698.822678453173,8885.244678026966,31208.227668269614,41.058332875000694,dem
Evers least change,WST,47,23419.05593119691,6480.684815308518,30402.22037876736,55.714256738030876,dem
Evers least change,WST,48,28387.893331846462,3384.3136994863885,32249.487440851215,77.53171171547808,dem
Evers least change,WST,49,9594,12643,22765,-13.39336701076213,rep
Evers least change,WST,50,9470.43909348442,13661.402266288951,23798.86685552408,-17.609927389596468,rep
Evers least change,WST,51,13868.359375,12266.602430555555,26789.991319444445,5.9789379001473355,dem
Evers least change,WST,52,9298.175455948096,14593.131360525378,24481.690105629623,-21.62822861383943,rep
Evers least change,WST,53,8836.055872979838,16249.141531281557,25775.083654226575,-28.760665756699215,rep
Evers least change,WST,54,11939.379892107858,10338.16701553518,22966.79163924118,6.971861380223593,dem
Evers least change,WST,55,12276.893799700183,12934.026734561288,25992.20939805343,-2.5281919085736404,rep
Evers least change,WST,56,11790.45862470947,15988.35091148303,28516.26552448045,-14.721045023128227,rep
Evers least change,WST,57,12741.881710198615,9352.699055497475,22845.573192060827,14.835183281279768,dem
Evers least change,WST,58,8908.957678205381,20500.884042919683,29991.059248254725,-38.65127359711002,rep
Evers least change,WST,59,7331.729500589419,22106.22216663085,30081.661718346808,-49.11461608861344,rep
Evers least change,WST,60,11075.1735787362,21404.23728971966,33079.73563337554,-31.224746852456803,rep
Evers least change,WST,61,10112.651134407728,17213.36743384005,27940.439443502186,-25.413760273135793,rep
Evers least change,WST,62,11397.491390623978,18031.690615966458,30031.224913997805,-22.091004427362616,rep
Evers least change,WST,63,10494.971909289447,16122.129366032828,27186.462937087876,-20.698380181950004,rep
Evers least change,WST,64,12237.102023135703,10219.935629666126,22893.49382632391,8.811090210923389,dem
Evers least change,WST,65,10221.653743609575,7110.209258253323,17728.436052879555,17.550586391690615,dem
Evers least change,WST,66,10250.203400782264,4739.578098240616,15346.279059375614,35.90854357085995,dem
Evers least change,WST,67,9045.873994921361,16047.777473857543,25760.424768038054,-27.180854127932356,rep
Evers least change,WST,68,11659.469262904135,13725.040187502449,26137.977882320025,-7.902565890513991,rep
Evers least change,WST,69,7905.590176472789,14345.123619000968,23001.770045081375,-27.99581697368194,rep
Evers least change,WST,70,9035.58248019667,15518.94067584037,25302.209995197434,-25.623683452450575,rep
Evers least change,WST,71,14615.679453419427,12244.66414210628,27581.300729731665,8.596459371320641,dem
Evers least change,WST,72,9899.113351300959,16058.274914662286,26747.211141940974,-23.027303783845532,rep
Evers least change,WST,73,12927,12549,26038,1.451724402795912,dem
Evers least change,WST,74,14141,14593,29334,-1.5408740710438407,rep
Evers least change,WST,75,9199.597359735973,16724.429042904292,26524.980198019803,-28.368849390244133,rep
Evers least change,WST,76,22369.10813569365,3754.373588811121,26485.989264040603,70.28143959929527,dem
Evers least change,WST,77,29266.25620804612,3611.515969780559,33244.268341706,77.17041618894908,dem
Evers least change,WST,78,24945.17214264973,6259.674290506604,31699.832654603677,58.945099350325705,dem
Evers least change,WST,79,23541.948150667442,10460.369664507063,34585.32552930099,37.82407216343113,dem
Evers least change,WST,80,22170.688739776382,10256.552160545669,33098.107705812276,35.996428210119404,dem
Evers least change,WST,81,14104.850811318096,11308.59108044965,26089.444473582906,10.717973445926853,dem
Evers least change,WST,82,12969.895082411873,14832.139280808004,28277.77482697245,-6.5855400921427885,rep
Evers least change,WST,83,9881.90322501501,22320.442303984823,32803.32176003797,-37.91853511043758,rep
Evers least change,WST,84,12442.915342597753,16570.092058358805,29532.53852252864,-13.975015092633065,rep
Evers least change,WST,85,10700.536649251535,11032.902815133179,22312.324579342607,-1.4896079729377787,rep
Evers least change,WST,86,10354.53420745394,18928.12599327816,29986.249432501136,-28.591744376446016,rep
Evers least change,WST,87,7988.624020887729,17157.25326370757,25734.916449086162,-35.62719646266975,rep
Evers least change,WST,88,11090.926299761193,11060.867597577777,22692.190246449685,0.13246276299009319,dem
Evers least change,WST,89,8536.26104546971,17294.32079921407,26507.897426144933,-33.03943580642583,rep
Evers least change,WST,90,9666.224042722008,7967.556871369775,18218.14693093946,9.32403925487847,dem
Evers least change,WST,91,15938.412861597064,8890.835970553517,25506.251187582453,27.630782897937635,dem
Evers least change,WST,92,9395,13266,23319,-16.600197264033618,rep
Evers least change,WST,93,11331.830913993666,16257.315572709564,28274.58268021384,-17.420185169214474,rep
Evers least change,WST,94,13050.282750859838,13659.314635633722,27435.010394926423,-2.2199076144199745,rep
Evers least change,WST,95,15144.058906619148,9242.44909378848,25096.098927490035,23.51604458478644,dem
Evers least change,WST,96,11695.658342521014,12833.236270577798,25238.890677583542,-4.50724218662727,rep
Evers least change,WST,97,10424.931052164311,16456.59106678016,27414.46311651886,-22.00174407567156,rep
Evers least change,WST,98,10846.132123817455,18059.035663068065,29402.093935838344,-24.531938286404735,rep
Evers least change,WST,99,10677.624364134032,23504.694831879922,34713.83303553684,-36.95089059918768,rep
2022,GOV,1,14156,17566,32080,-10.629675810473815,rep
2022,GOV,2,12030,15582,27948,-12.709317303563761,rep
2022,GOV,3,12646,15548,28476,-10.191038067144259,rep
2022,GOV,4,13905,13994,28241,-0.31514464785241114,rep
2022,GOV,5,11118,14716,26114,-13.77805008807536,rep
2022,GOV,6,8517,18136,26972,-35.66290968411686,rep
2022,GOV,7,12952,7588,20816,25.768639508070713,dem
2022,GOV,8,6504,1414,8010,63.54556803995006,dem
2022,GOV,9,9038,3184,12362,47.35479695842098,dem
2022,GOV,10,20914,3261,24357,72.47608490372377,dem
2022,GOV,11,14243,1636,16051,78.54339293501963,dem
2022,GOV,12,14062,3493,17723,59.634373413079054,dem
2022,GOV,13,15921,17687,33862,-5.215285570846379,rep
2022,GOV,14,18243,9982,28506,28.979863888304212,dem
2022,GOV,15,13649,17824,31739,-13.154163647247863,rep
2022,GOV,16,14240,1233,15627,83.23414602930825,dem
2022,GOV,17,18493,3108,21830,70.47640861200183,dem
2022,GOV,18,16953,3010,20152,69.18916236601827,dem
2022,GOV,19,24084,4451,28760,68.26495132127955,dem
2022,GOV,20,18150,9105,27556,32.82406735375236,dem
2022,GOV,21,12806,12558,25628,0.9676915873263636,dem
2022,GOV,22,13226,21909,35396,-24.531020454288615,rep
2022,GOV,23,21992,12278,34478,28.174488079354955,dem
2022,GOV,24,13615,18395,32278,-14.808848131854512,rep
2022,GOV,25,9903,15169,25443,-20.69724482175844,rep
2022,GOV,26,10576,15100,26009,-17.39397900726672,rep
2022,GOV,27,12318,15951,28626,-12.691259693984486,rep
2022,GOV,28,10143,15833,26385,-21.56528330490809,rep
2022,GOV,29,10011,13577,23916,-14.91052015387188,rep
2022,GOV,30,13514,16566,30407,-10.03716249547802,rep
2022,GOV,31,11324,13552,25227,-8.831807190708368,rep
2022,GOV,32,10212,14709,25283,-17.786655064667954,rep
2022,GOV,33,13577,13611,27506,-0.12360939431396711,rep
2022,GOV,34,13416,18763,32585,-16.409390823998777,rep
2022,GOV,35,10274,18353,29065,-27.796318596249787,rep
2022,GOV,36,9219,18736,28327,-33.596921664842725,rep
2022,GOV,37,13084,14915,28324,-6.46448241773761,rep
2022,GOV,38,13920,16951,31187,-9.718793086863114,rep
2022,GOV,39,9747,17103,27157,-27.086938910778063,rep
2022,GOV,40,9175,17431,26937,-30.64929279429781,rep
2022,GOV,41,10437,14136,24926,-14.839926181497232,rep
2022,GOV,42,11762,15863,27924,-14.68629136226902,rep
2022,GOV,43,20867,11007,32209,30.61256170635537,dem
2022,GOV,44,14410,8345,23027,26.338645937377862,dem
2022,GOV,45,12136,8698,21152,16.253782148260214,dem
2022,GOV,46,21725,8261,30230,44.538537876281836,dem
2022,GOV,47,24714,5517,30437,63.071261950915016,dem
2022,GOV,48,27090,4165,31425,72.95147175815433,dem
2022,GOV,49,10807,12338,23458,-6.526558103845176,rep
2022,GOV,50,10211,13514,24094,-13.708807171910015,rep
2022,GOV,51,13766,12469,26546,4.8858585097566465,dem
2022,GOV,52,9904,14513,24684,-18.672014260249554,rep
2022,GOV,53,9944,16468,26666,-24.46561164029101,rep
2022,GOV,54,12848,9605,22744,14.258705592683778,dem
2022,GOV,55,13457,14370,28179,-3.2400014194967905,rep
2022,GOV,56,12977,15910,29162,-10.057609217474795,rep
2022,GOV,57,13878,9069,23297,20.6421427651629,dem
2022,GOV,58,9886,20566,30721,-34.76449334331564,rep
2022,GOV,59,8474,22492,31209,-44.916530488000255,rep
2022,GOV,60,12335,21012,33641,-25.792931244612234,rep
2022,GOV,61,10811,16818,27956,-21.487337244240944,rep
2022,GOV,62,12479,17378,30151,-16.24821730622534,rep
2022,GOV,63,11159,15902,27401,-17.309587241341557,rep
2022,GOV,64,12658,9973,22889,11.730525579972916,dem
2022,GOV,65,10709,7075,18058,20.12404474471149,dem
2022,GOV,66,10796,4760,15774,38.26550019018638,dem
2022,GOV,67,11514,15373,27251,-14.160948222083597,rep
2022,GOV,68,10608,13091,24033,-10.331627345732958,rep
2022,GOV,69,9241,14050,23634,-20.34780401117035,rep
2022,GOV,70,10274,15122,25759,-18.820606389999604,rep
2022,GOV,71,15492,12157,27954,11.930314087429345,dem
2022,GOV,72,10546,15666,26599,-19.24884394150156,rep
2022,GOV,73,13225,12652,26211,2.1861050703902984,dem
2022,GOV,74,14977,15218,30521,-0.7896202614593228,rep
2022,GOV,75,9860,15976,26259,-23.291062112037782,rep
2022,GOV,76,27370,2618,30159,82.0716867270135,dem
2022,GOV,77,28002,2752,30900,81.71521035598705,dem
2022,GOV,78,27680,5290,33191,67.45804585580429,dem
2022,GOV,79,25512,7951,33683,52.1360923908203,dem
2022,GOV,80,24441,9520,34250,43.564963503649636,dem
2022,GOV,81,17887,11886,30114,19.927608421332277,dem
2022,GOV,82,13519,16331,30105,-9.34064108952002,rep
2022,GOV,83,10594,22756,33668,-36.123321848639655,rep
2022,GOV,84,13771,12000,26032,6.803165334972339,dem
2022,GOV,85,11715,12619,24640,-3.668831168831171,rep
2022,GOV,86,11207,17140,28681,-20.686168543635162,rep
2022,GOV,87,8915,17539,26839,-32.13234472223257,rep
2022,GOV,88,11705,13299,25240,-6.31537242472266,rep
2022,GOV,89,9464,16816,26636,-27.601742003303798,rep
2022,GOV,90,10192,6546,17035,21.40299383621954,dem
2022,GOV,91,17037,8541,25875,32.834782608695654,dem
2022,GOV,92,10278,14199,24843,-15.783117980920187,rep
2022,GOV,93,11642,14875,26902,-12.017693851758231,rep
2022,GOV,94,14792,13688,28824,3.8301415487094035,dem
2022,GOV,95,16989,8166,25526,34.56475750215467,dem
2022,GOV,96,11702,13241,25286,-6.086371905402194,rep
2022,GOV,97,11979,17369,29591,-18.21499780338617,rep
2022,GOV,98,12313,16214,28789,-13.550314356177706,rep
2022,GOV,99,12221,23672,36154,-31.672843945344916,rep
2022,SOS,1,13381,17460,31792,-12.830271766482138,rep
2022,SOS,2,11236,15268,27545,-14.637865311308767,rep
2022,SOS,3,11711,15441,28125,-13.262222222222226,rep
2022,SOS,4,12923,13896,27872,-3.4909586681974747,rep
2022,SOS,5,10281,14583,25803,-16.672479944192542,rep
2022,SOS,6,7802,17886,26686,-37.78760398710934,rep
2022,SOS,7,12202,7335,20518,23.72063553952627,dem
2022,SOS,8,6034,1450,7840,58.46938775510204,dem
2022,SOS,9,8472,3132,12156,43.928923988154,dem
2022,SOS,10,19897,3223,23946,69.63167126033576,dem
2022,SOS,11,13599,1580,15713,76.49080379303761,dem
2022,SOS,12,13525,3420,17506,57.72306637724209,dem
2022,SOS,13,14645,17844,33464,-9.559526655510403,rep
2022,SOS,14,17176,9822,28146,26.128046614083704,dem
2022,SOS,15,12797,17505,31275,-15.05355715427658,rep
2022,SOS,16,13320,1291,15348,78.37503257753453,dem
2022,SOS,17,17615,3087,21487,67.61297528738307,dem
2022,SOS,18,16033,2985,19817,65.84245849523136,dem
2022,SOS,19,22444,4454,28445,63.24485849885744,dem
2022,SOS,20,17163,8765,27125,30.96036866359447,dem
2022,SOS,21,12065,12234,25257,-0.6691214316823069,rep
2022,SOS,22,12223,21789,34942,-27.376795833094835,rep
2022,SOS,23,20691,12421,34079,24.267143988966815,dem
2022,SOS,24,12520,18380,31918,-18.359546337489817,rep
2022,SOS,25,9587,14586,25087,-19.926655239765616,rep
2022,SOS,26,9953,14740,25672,-18.64677469616703,rep
2022,SOS,27,11555,15641,28247,-14.465252947215635,rep
2022,SOS,28,9411,15832,26321,-24.394969795980398,rep
2022,SOS,29,9208,13588,23823,-18.385593753935268,rep
2022,SOS,30,12467,16503,30255,-13.33994381094034,rep
2022,SOS,31,9876,14384,25022,-18.0161457917033,rep
2022,SOS,32,9075,15309,25178,-24.759710858686155,rep
2022,SOS,33,12472,13746,27205,-4.682962690681858,rep
2022,SOS,34,12538,18724,32304,-19.149331352154537,rep
2022,SOS,35,9748,18071,28747,-28.952586356837234,rep
2022,SOS,36,8698,18403,27999,-34.66195221257902,rep
2022,SOS,37,12065,14795,27978,-9.757666738151405,rep
2022,SOS,38,12875,16805,30768,-12.773010920436823,rep
2022,SOS,39,9237,16598,26768,-27.499252839210996,rep
2022,SOS,40,8629,17199,26735,-32.055358144754074,rep
2022,SOS,41,9641,14089,24643,-18.049750436229356,rep
2022,SOS,42,10934,15716,27620,-17.313540912382326,rep
2022,SOS,43,19354,11298,31850,25.293563579277865,dem
2022,SOS,44,13125,8994,22854,18.075610396429504,dem
2022,SOS,45,11095,9099,20959,9.52335512190467,dem
2022,SOS,46,20320,8361,29856,40.05560021436227,dem
2022,SOS,47,23300,5630,30099,58.7062693112728,dem
2022,SOS,48,25794,4169,31145,69.4332958741371,dem
2022,SOS,49,9968,12392,23235,-10.432537120723046,rep
2022,SOS,50,9413,13685,23914,-17.864012712218784,rep
2022,SOS,51,12853,12462,26214,1.4915693904020755,dem
2022,SOS,52,9344,14096,24298,-19.557165198781796,rep
2022,SOS,53,9215,16140,26252,-26.378942556757583,rep
2022,SOS,54,11787,9493,22412,10.23558807781546,dem
2022,SOS,55,12299,14258,27789,-7.049551980999668,rep
2022,SOS,56,11899,15885,28789,-13.845566014797317,rep
2022,SOS,57,12834,8946,22984,16.916115558649498,dem
2022,SOS,58,9212,20297,30482,-36.36572403385605,rep
2022,SOS,59,8038,21768,30759,-44.63734191618714,rep
2022,SOS,60,11323,20845,33257,-28.631566286796772,rep
2022,SOS,61,10011,16690,27666,-24.14154557941155,rep
2022,SOS,62,11785,17164,29908,-17.985154473719412,rep
2022,SOS,63,10500,15706,27139,-19.182725966321527,rep
2022,SOS,64,12057,9810,22674,9.91002910822969,dem
2022,SOS,65,10237,6930,17897,18.477957199530643,dem
2022,SOS,66,10266,4658,15679,35.76758721857261,dem
2022,SOS,67,10718,15146,26958,-16.42555085688849,rep
2022,SOS,68,9794,13016,23770,-13.554901135885572,rep
2022,SOS,69,8613,13958,23382,-22.859464545376778,rep
2022,SOS,70,9590,15057,25521,-21.421574389718273,rep
2022,SOS,71,14493,12017,27662,8.950907381968037,dem
2022,SOS,72,9976,15553,26421,-21.108209378903148,rep
2022,SOS,73,12524,12683,26138,-0.6083097406075433,rep
2022,SOS,74,14242,15025,30267,-2.5869759143621773,rep
2022,SOS,75,9288,15983,26133,-25.618949221291093,rep
2022,SOS,76,25460,2738,29815,76.209961428811,dem
2022,SOS,77,26505,2847,30591,77.3364715112288,dem
2022,SOS,78,26084,5470,32845,62.76145532044451,dem
2022,SOS,79,24018,8140,33318,47.65592172399304,dem
2022,SOS,80,22964,9697,33885,39.15301755939206,dem
2022,SOS,81,16683,11891,29759,16.10269162270237,dem
2022,SOS,82,12626,16145,29619,-11.8808872683075,rep
2022,SOS,83,9688,22546,33302,-38.6102936760555,rep
2022,SOS,84,12991,11707,25577,5.0201352777886346,dem
2022,SOS,85,11027,12537,24461,-6.173091860512658,rep
2022,SOS,86,10617,17022,28435,-22.525057147881135,rep
2022,SOS,87,8506,17344,26633,-33.184395299065066,rep
2022,SOS,88,10899,13090,24914,-8.794252227663163,rep
2022,SOS,89,8746,16635,26362,-29.92565055762082,rep
2022,SOS,90,9434,6452,16791,17.75951402537073,dem
2022,SOS,91,15642,8570,25604,27.620684268083117,dem
2022,SOS,92,9485,14261,24656,-19.370538611291376,rep
2022,SOS,93,10800,14851,26779,-15.12752529967512,rep
2022,SOS,94,13616,13734,28491,-0.4141658769435952,rep
2022,SOS,95,15561,8193,25173,29.26945536884757,dem
2022,SOS,96,10960,13233,25097,-9.056859385583932,rep
2022,SOS,97,11003,17181,29154,-21.190917198326126,rep
2022,SOS,98,11303,16187,28399,-17.197788654530093,rep
2022,SOS,99,11139,23641,35743,-34.97747810760149,rep
2022,USH,1,0,21434,30683,-69.85627220284847,rep
2022,USH,2,0,19308,24935,-77.43332664928815,rep
2022,USH,3,0,18999,26111,-72.76243728696717,rep
2022,USH,4,0,18045,26194,-68.88982209666335,rep
2022,USH,5,0,17861,24232,-73.7083195774183,rep
2022,USH,6,0,20701,25837,-80.12153113751597,rep
2022,USH,7,12168,7882,20623,20.782621345100132,dem
2022,USH,8,6267,1499,7955,59.93714644877436,dem
2022,USH,9,8688,3310,12304,43.70936280884265,dem
2022,USH,10,20436,3410,24223,70.28856871568344,dem
2022,USH,11,14248,1642,16115,78.22525597269625,dem
2022,USH,12,13838,3595,17744,57.7265554553652,dem
2022,USH,13,14253,18574,32914,-13.12815215409856,rep
2022,USH,14,16919,10581,28084,22.56801025494944,dem
2022,USH,15,12277,18410,30756,-19.940824554558457,rep
2022,USH,16,14133,1316,15694,81.66815343443355,dem
2022,USH,17,18229,3277,21885,68.32076764907471,dem
2022,USH,18,16523,3197,20111,66.26224454278753,dem
2022,USH,19,23131,4860,28666,63.73752877973906,dem
2022,USH,20,17127,9560,27244,27.774922918807814,dem
2022,USH,21,11551,13582,25319,-8.02164382479561,rep
2022,USH,22,11766,22779,34562,-31.864475435449336,rep
2022,USH,23,14373,14450,30075,-0.2560266001662481,rep
2022,USH,24,7011,20667,28527,-47.87043853191714,rep
2022,USH,25,0,18994,20057,-94.70010470160044,rep
2022,USH,26,0,18315,19570,-93.58712314767502,rep
2022,USH,27,0,19842,21311,-93.10684622964665,rep
2022,USH,28,9673,16689,26368,-26.608009708737868,rep
2022,USH,29,9570,14281,23856,-19.74765258215962,rep
2022,USH,30,12927,17337,30288,-14.560221870047545,rep
2022,USH,31,10150,14642,25069,-17.918544816306998,rep
2022,USH,32,9093,15858,25265,-26.776172570750052,rep
2022,USH,33,12450,14623,27157,-8.001620208417714,rep
2022,USH,34,12668,19830,32518,-22.024724767820896,rep
2022,USH,35,8317,19533,28823,-38.91336779655136,rep
2022,USH,36,1934,20918,27245,-69.67884015415673,rep
2022,USH,37,10794,15951,27115,-19.018993177208195,rep
2022,USH,38,12757,17736,30658,-16.24045926022571,rep
2022,USH,39,3014,19336,22429,-72.77185786258862,rep
2022,USH,40,0,20120,25268,-79.62640493905336,rep
2022,USH,41,3085,17306,20929,-67.94877920588657,rep
2022,USH,42,0,20166,20923,-96.3819719925441,rep
2022,USH,43,19842,11455,31912,26.28164953622461,dem
2022,USH,44,13233,9496,22918,16.305960380486955,dem
2022,USH,45,11416,9065,20934,11.230534059424862,dem
2022,USH,46,20719,8555,29933,40.63742357932716,dem
2022,USH,47,23760,5849,30194,59.319732397165005,dem
2022,USH,48,26308,4381,31207,70.26308200083314,dem
2022,USH,49,10028,13202,23256,-13.648090815273479,rep
2022,USH,50,9616,14126,23930,-18.846636021730053,rep
2022,USH,51,13058,12644,26334,1.5721120984278858,dem
2022,USH,52,0,18093,18486,-97.87406686140864,rep
2022,USH,53,0,19669,20329,-96.75340646367259,rep
2022,USH,54,0,13695,15194,-90.13426352507568,rep
2022,USH,55,0,18515,20894,-88.61395615966306,rep
2022,USH,56,0,19555,26881,-72.74654960752949,rep
2022,USH,57,0,12304,18515,-66.45422630299757,rep
2022,USH,58,9080,21424,30504,-40.46682402307894,rep
2022,USH,59,3541,24435,28472,-73.3843776341669,rep
2022,USH,60,1513,24143,27136,-83.39475235849056,rep
2022,USH,61,9702,17926,27825,-29.556154537286616,rep
2022,USH,62,11240,18678,30097,-24.71342658736751,rep
2022,USH,63,9916,17201,27325,-26.660567246111622,rep
2022,USH,64,11761,10884,22797,3.846997411940162,dem
2022,USH,65,10041,7786,17964,12.55288354486751,dem
2022,USH,66,10277,5309,15756,31.530845392231534,dem
2022,USH,67,10871,16163,27047,-19.56594076977114,rep
2022,USH,68,10039,13813,23869,-15.811303364196238,rep
2022,USH,69,8567,14956,23539,-27.142189557755213,rep
2022,USH,70,9674,15799,25493,-24.026203271486295,rep
2022,USH,71,14824,12899,27736,6.940438419382749,dem
2022,USH,72,7561,17406,24982,-39.40837402930109,rep
2022,USH,73,12638,13582,26232,-3.598658127477894,rep
2022,USH,74,14255,16141,30407,-6.202519156773118,rep
2022,USH,75,9319,16901,26230,-28.90583301563095,rep
2022,USH,76,26468,2884,29964,78.70778267254039,dem
2022,USH,77,27273,2957,30809,78.92498945113441,dem
2022,USH,78,26572,5690,32968,63.34020868721184,dem
2022,USH,79,24391,8408,33426,47.8160713217256,dem
2022,USH,80,23317,9968,33981,39.28371737147229,dem
2022,USH,81,15869,12602,29218,11.181463481415566,dem
2022,USH,82,11880,17568,29575,-19.232459847844463,rep
2022,USH,83,9440,23446,32949,-42.508118607545,rep
2022,USH,84,12664,12736,25625,-0.2809756097560956,rep
2022,USH,85,10935,13493,24442,-10.465592013746827,rep
2022,USH,86,10333,18137,28492,-27.390144601993544,rep
2022,USH,87,8314,18328,26649,-37.57739502420354,rep
2022,USH,88,0,16680,23534,-70.87617914506671,rep
2022,USH,89,0,19571,25439,-76.93305554463619,rep
2022,USH,90,0,8795,15421,-57.03261785876402,rep
2022,USH,91,16589,9040,25659,29.420476246151452,dem
2022,USH,92,9925,14887,24815,-19.99597017932702,rep
2022,USH,93,11310,15525,26847,-15.700078221030278,rep
2022,USH,94,14750,14120,28893,2.180458934690066,dem
2022,USH,95,16786,8632,25449,32.04055169161853,dem
2022,USH,96,11466,13765,25250,-9.104950495049508,rep
2022,USH,97,10695,17983,28704,-25.390189520624308,rep
2022,USH,98,10984,16989,27986,-21.45715715000357,rep
2022,USH,99,10825,24410,35259,-38.52916985734139,rep
2022,USS,1,13428,18637,32117,-16.2188249213812,rep
2022,USS,2,11481,16319,27852,-17.3703863277323,rep
2022,USS,3,12071,16296,28394,-14.879904205113759,rep
2022,USS,4,13220,14886,28165,-5.915142907864368,rep
2022,USS,5,10611,15406,26025,-18.424591738712774,rep
2022,USS,6,8040,18837,26883,-40.16292824461556,rep
2022,USS,7,12690,8081,20833,22.123553976863626,dem
2022,USS,8,6503,1569,8094,60.958734865332346,dem
2022,USS,9,8934,3496,12474,43.59467692801026,dem
2022,USS,10,20964,3488,24496,71.34225996080993,dem
2022,USS,11,14510,1735,16273,78.5042708781417,dem
2022,USS,12,14136,3723,17890,58.205701509223026,dem
2022,USS,13,15021,18707,33813,-10.901132700440662,rep
2022,USS,14,17792,10614,28479,25.20453667614734,dem
2022,USS,15,12993,18577,31648,-17.644084934277043,rep
2022,USS,16,14493,1314,15833,83.23754184298616,dem
2022,USS,17,18708,3270,22013,70.1312860582383,dem
2022,USS,18,17054,3196,20293,68.28955797565663,dem
2022,USS,19,24013,4823,28884,66.43816645893921,dem
2022,USS,20,17759,9700,27541,29.261827820340585,dem
2022,USS,21,12347,13185,25582,-3.2757407552185147,rep
2022,USS,22,12449,22830,35333,-29.380465853451447,rep
2022,USS,23,21262,13112,34454,23.654728043188022,dem
2022,USS,24,12889,19318,32244,-19.938593226646823,rep
2022,USS,25,9448,15870,25370,-25.3133622388648,rep
2022,USS,26,10165,15742,25972,-21.473124903742498,rep
2022,USS,27,11701,16775,28538,-17.779802368771456,rep
2022,USS,28,9801,16569,26379,-25.656772432616854,rep
2022,USS,29,9489,14393,23889,-20.528276612666925,rep
2022,USS,30,13060,17310,30409,-13.976125489164392,rep
2022,USS,31,10775,14333,25170,-14.135876042908224,rep
2022,USS,32,9780,15418,25266,-22.31457294387715,rep
2022,USS,33,13025,14323,27398,-4.737572085553693,rep
2022,USS,34,12754,19683,32502,-21.318688080733494,rep
2022,USS,35,9726,19206,28972,-32.72124810161535,rep
2022,USS,36,8763,19475,28282,-37.87568064493317,rep
2022,USS,37,12542,15591,28171,-10.823186965318943,rep
2022,USS,38,13250,17780,31085,-14.572945150394084,rep
2022,USS,39,9480,17446,26936,-29.573804573804573,rep
2022,USS,40,8775,18108,26925,-34.662952646239546,rep
2022,USS,41,9916,14904,24870,-20.056292722155206,rep
2022,USS,42,11211,16600,27844,-19.35425944548197,rep
2022,USS,43,20105,11904,32107,25.542716541564143,dem
2022,USS,44,13833,9040,22915,20.916430285838977,dem
2022,USS,45,11611,9400,21066,10.495585303332383,dem
2022,USS,46,21116,8930,30124,40.45279511353074,dem
2022,USS,47,24214,6120,30395,59.52952788287546,dem
2022,USS,48,26679,4626,31375,70.28844621513944,dem
2022,USS,49,10170,13267,23482,-13.188825483348953,rep
2022,USS,50,9596,14444,24066,-20.144602343555217,rep
2022,USS,51,12935,13478,26451,-2.052852444142,rep
2022,USS,52,9566,15027,24617,-22.183856684405086,rep
2022,USS,53,9354,17162,26569,-29.387632202943287,rep
2022,USS,54,12381,10237,22666,9.459101738286419,dem
