CNTY_NAME,rep_unit,plan,district,prop_of_rep_unit,total_votes
ADAMS,CITY OF ADAMS WARDS 1-5,evers,41,1,586
ADAMS,CITY OF ADAMS WARDS 1-5,old,41,1,586
ADAMS,CITY OF ADAMS WARDS 1-5,pmc,72,1,586
ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",evers,41,1,18
ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",old,41,1,18
ADAMS,"CITY OF WISCONSIN DELLS WARDS 5,9",pmc,72,1,18
ADAMS,TOWN OF ADAMS WARDS 1-3,evers,41,1,612
ADAMS,TOWN OF ADAMS WARDS 1-3,old,41,1,612
ADAMS,TOWN OF ADAMS WARDS 1-3,pmc,72,1,612
ADAMS,TOWN OF BIG FLATS WARDS 1-2,evers,72,1,469
ADAMS,TOWN OF BIG FLATS WARDS 1-2,old,72,1,469
ADAMS,TOWN OF BIG FLATS WARDS 1-2,pmc,72,1,469
ADAMS,TOWN OF COLBURN WARD 1,evers,72,1,152
ADAMS,TOWN OF COLBURN WARD 1,old,72,1,152
ADAMS,TOWN OF COLBURN WARD 1,pmc,72,1,152
ADAMS,"TOWN OF DELL PRAIRIE WARDS 1,2",evers,41,1,813
ADAMS,"TOWN OF DELL PRAIRIE WARDS 1,2",old,41,1,813
ADAMS,"TOWN OF DELL PRAIRIE WARDS 1,2",pmc,72,1,813
ADAMS,TOWN OF EASTON WARD 1,evers,41,1,469
ADAMS,TOWN OF EASTON WARD 1,old,41,1,469
ADAMS,TOWN OF EASTON WARD 1,pmc,72,1,469
ADAMS,TOWN OF JACKSON WARDS 1-2,evers,41,1,606
ADAMS,TOWN OF JACKSON WARDS 1-2,old,41,1,606
ADAMS,TOWN OF JACKSON WARDS 1-2,pmc,72,1,606
ADAMS,TOWN OF LEOLA WARD 1,evers,72,1,144
ADAMS,TOWN OF LEOLA WARD 1,old,72,1,144
ADAMS,TOWN OF LEOLA WARD 1,pmc,72,1,144
ADAMS,TOWN OF LINCOLN WARD 1,evers,41,1,171
ADAMS,TOWN OF LINCOLN WARD 1,old,41,1,171
ADAMS,TOWN OF LINCOLN WARD 1,pmc,72,1,171
ADAMS,TOWN OF MONROE WARD 1,evers,72,1,246
ADAMS,TOWN OF MONROE WARD 1,old,72,1,246
ADAMS,TOWN OF MONROE WARD 1,pmc,72,1,246
ADAMS,TOWN OF NEW CHESTER WARDS 1-3,evers,41,1,406
ADAMS,TOWN OF NEW CHESTER WARDS 1-3,old,41,1,406
ADAMS,TOWN OF NEW CHESTER WARDS 1-3,pmc,72,1,406
ADAMS,TOWN OF NEW HAVEN WARD 1,evers,41,1,317
ADAMS,TOWN OF NEW HAVEN WARD 1,old,41,1,317
ADAMS,TOWN OF NEW HAVEN WARD 1,pmc,72,1,317
ADAMS,TOWN OF PRESTON WARDS 1-2,evers,72,1,644
ADAMS,TOWN OF PRESTON WARDS 1-2,old,72,1,644
ADAMS,TOWN OF PRESTON WARDS 1-2,pmc,72,1,644
ADAMS,"TOWN OF QUINCY WARDS 1,2",evers,41,1,641
ADAMS,"TOWN OF QUINCY WARDS 1,2",old,41,1,641
ADAMS,"TOWN OF QUINCY WARDS 1,2",pmc,72,1,641
ADAMS,TOWN OF RICHFIELD WARD 1,evers,72,1,89
ADAMS,TOWN OF RICHFIELD WARD 1,old,72,1,89
ADAMS,TOWN OF RICHFIELD WARD 1,pmc,72,1,89
ADAMS,"TOWN OF ROME WARDS 1,2,3,4",evers,72,1,2115
ADAMS,"TOWN OF ROME WARDS 1,2,3,4",old,72,1,2115
ADAMS,"TOWN OF ROME WARDS 1,2,3,4",pmc,72,1,2115
ADAMS,TOWN OF SPRINGVILLE WARDS 1-2,evers,41,1,590
ADAMS,TOWN OF SPRINGVILLE WARDS 1-2,old,41,1,590
ADAMS,TOWN OF SPRINGVILLE WARDS 1-2,pmc,72,1,590
ADAMS,"TOWN OF STRONGS PRAIRIE WARDS 1,2",evers,72,1,598
ADAMS,"TOWN OF STRONGS PRAIRIE WARDS 1,2",old,72,1,598
ADAMS,"TOWN OF STRONGS PRAIRIE WARDS 1,2",pmc,72,1,598
ADAMS,VILLAGE OF FRIENDSHIP WARD 1,evers,41,1,222
ADAMS,VILLAGE OF FRIENDSHIP WARD 1,old,41,1,222
ADAMS,VILLAGE OF FRIENDSHIP WARD 1,pmc,72,1,222
ASHLAND,"CITY OF ASHLAND WARDS 1-8,11",evers,74,1,1514
ASHLAND,"CITY OF ASHLAND WARDS 1-8,11",old,74,1,1514
ASHLAND,"CITY OF ASHLAND WARDS 1-8,11",pmc,75,1,1514
ASHLAND,"CITY OF ASHLAND WARDS 9-10,12-21",evers,74,1,1861
ASHLAND,"CITY OF ASHLAND WARDS 9-10,12-21",old,74,1,1861
ASHLAND,"CITY OF ASHLAND WARDS 9-10,12-21",pmc,75,1,1861
ASHLAND,CITY OF MELLEN WARD 1,evers,74,1,265
ASHLAND,CITY OF MELLEN WARD 1,old,74,1,265
ASHLAND,CITY OF MELLEN WARD 1,pmc,74,1,265
ASHLAND,TOWN OF AGENDA WARD 1,evers,74,1,217
ASHLAND,TOWN OF AGENDA WARD 1,old,74,1,217
ASHLAND,TOWN OF AGENDA WARD 1,pmc,74,1,217
ASHLAND,TOWN OF ASHLAND WARD 1,evers,74,1,282
ASHLAND,TOWN OF ASHLAND WARD 1,old,74,1,282
ASHLAND,TOWN OF ASHLAND WARD 1,pmc,74,1,282
ASHLAND,TOWN OF CHIPPEWA WARD 1,evers,74,1,183
ASHLAND,TOWN OF CHIPPEWA WARD 1,old,74,1,183
ASHLAND,TOWN OF CHIPPEWA WARD 1,pmc,74,1,183
ASHLAND,TOWN OF GINGLES WARDS 1-2,evers,74,1,405
ASHLAND,TOWN OF GINGLES WARDS 1-2,old,74,1,405
ASHLAND,TOWN OF GINGLES WARDS 1-2,pmc,75,1,405
ASHLAND,TOWN OF GORDON WARD 1,evers,74,1,163
ASHLAND,TOWN OF GORDON WARD 1,old,74,1,163
ASHLAND,TOWN OF GORDON WARD 1,pmc,74,1,163
ASHLAND,TOWN OF JACOBS WARDS 1-2,evers,74,1,297
ASHLAND,TOWN OF JACOBS WARDS 1-2,old,74,1,297
ASHLAND,TOWN OF JACOBS WARDS 1-2,pmc,74,1,297
ASHLAND,TOWN OF LA POINTE WARD 1,evers,74,1,279
ASHLAND,TOWN OF LA POINTE WARD 1,old,74,1,279
ASHLAND,TOWN OF LA POINTE WARD 1,pmc,75,1,279
ASHLAND,TOWN OF MARENGO WARD 1,evers,74,1,185
ASHLAND,TOWN OF MARENGO WARD 1,old,74,1,185
ASHLAND,TOWN OF MARENGO WARD 1,pmc,74,1,185
ASHLAND,TOWN OF MORSE WARDS 1-2,evers,74,1,260
ASHLAND,TOWN OF MORSE WARDS 1-2,old,74,1,260
ASHLAND,TOWN OF MORSE WARDS 1-2,pmc,74,1,260
ASHLAND,TOWN OF PEEKSVILLE WARD 1,evers,74,1,88
ASHLAND,TOWN OF PEEKSVILLE WARD 1,old,74,1,88
ASHLAND,TOWN OF PEEKSVILLE WARD 1,pmc,74,1,88
ASHLAND,TOWN OF SANBORN WARDS 1-2,evers,74,1,395
ASHLAND,TOWN OF SANBORN WARDS 1-2,old,74,1,395
ASHLAND,TOWN OF SANBORN WARDS 1-2,pmc,75,1,395
ASHLAND,TOWN OF SHANAGOLDEN WARD 1,evers,74,1,68
ASHLAND,TOWN OF SHANAGOLDEN WARD 1,old,74,1,68
ASHLAND,TOWN OF SHANAGOLDEN WARD 1,pmc,74,1,68
ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,evers,74,1,401
ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,old,74,1,401
ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,pmc,74,0.08951406649616368,401
ASHLAND,TOWN OF WHITE RIVER WARDS 1-2,pmc,75,0.9104859335038363,401
ASHLAND,VILLAGE OF BUTTERNUT WARD 1,evers,74,1,152
ASHLAND,VILLAGE OF BUTTERNUT WARD 1,old,74,1,152
ASHLAND,VILLAGE OF BUTTERNUT WARD 1,pmc,74,1,152
BARRON,CITY OF BARRON WARDS 1-7,evers,75,1,1078
BARRON,CITY OF BARRON WARDS 1-7,old,75,1,1078
BARRON,CITY OF BARRON WARDS 1-7,pmc,29,1,1078
BARRON,CITY OF CHETEK WARDS 1-4,evers,75,1,890
BARRON,CITY OF CHETEK WARDS 1-4,old,75,1,890
BARRON,CITY OF CHETEK WARDS 1-4,pmc,91,1,890
BARRON,CITY OF CUMBERLAND WARDS 1-5,evers,75,1,951
BARRON,CITY OF CUMBERLAND WARDS 1-5,old,75,1,951
BARRON,CITY OF CUMBERLAND WARDS 1-5,pmc,29,1,951
BARRON,CITY OF RICE LAKE WARDS 1-16,evers,75,1,3308
BARRON,CITY OF RICE LAKE WARDS 1-16,old,75,1,3308
BARRON,CITY OF RICE LAKE WARDS 1-16,pmc,29,1,3308
BARRON,TOWN OF ALMENA WARDS 1-2,evers,75,1,472
BARRON,TOWN OF ALMENA WARDS 1-2,old,75,1,472
BARRON,TOWN OF ALMENA WARDS 1-2,pmc,29,1,472
BARRON,TOWN OF ARLAND WARD 1,evers,75,1,284
BARRON,TOWN OF ARLAND WARD 1,old,75,1,284
BARRON,TOWN OF ARLAND WARD 1,pmc,29,1,284
BARRON,TOWN OF BARRON WARDS 1-2,evers,75,1,344
BARRON,TOWN OF BARRON WARDS 1-2,old,75,1,344
BARRON,TOWN OF BARRON WARDS 1-2,pmc,29,1,344
BARRON,TOWN OF BEAR LAKE WARD 1,evers,75,1,366
BARRON,TOWN OF BEAR LAKE WARD 1,old,75,1,366
BARRON,TOWN OF BEAR LAKE WARD 1,pmc,29,1,366
BARRON,TOWN OF CEDAR LAKE WARDS 1-2,evers,75,1,693
BARRON,TOWN OF CEDAR LAKE WARDS 1-2,old,75,1,693
BARRON,TOWN OF CEDAR LAKE WARDS 1-2,pmc,29,1,693
BARRON,TOWN OF CHETEK WARDS 1-3,evers,75,1,960
BARRON,TOWN OF CHETEK WARDS 1-3,old,75,1,960
BARRON,TOWN OF CHETEK WARDS 1-3,pmc,29,0.4123173277661795,960
BARRON,TOWN OF CHETEK WARDS 1-3,pmc,91,0.5876826722338204,960
BARRON,TOWN OF CLINTON WARD 1,evers,75,1,318
BARRON,TOWN OF CLINTON WARD 1,old,75,1,318
BARRON,TOWN OF CLINTON WARD 1,pmc,29,1,318
BARRON,TOWN OF CRYSTAL LAKE WARD 1,evers,75,1,368
BARRON,TOWN OF CRYSTAL LAKE WARD 1,old,75,1,368
BARRON,TOWN OF CRYSTAL LAKE WARD 1,pmc,29,1,368
BARRON,TOWN OF CUMBERLAND WARD 1,evers,75,1,422
BARRON,TOWN OF CUMBERLAND WARD 1,old,75,1,422
BARRON,TOWN OF CUMBERLAND WARD 1,pmc,29,1,422
BARRON,TOWN OF DALLAS WARDS 1-2,evers,75,1,259
BARRON,TOWN OF DALLAS WARDS 1-2,old,75,1,259
BARRON,TOWN OF DALLAS WARDS 1-2,pmc,29,1,259
BARRON,TOWN OF DOVRE WARD 1,evers,75,1,385
BARRON,TOWN OF DOVRE WARD 1,old,75,1,385
BARRON,TOWN OF DOVRE WARD 1,pmc,91,1,385
BARRON,TOWN OF DOYLE WARDS 1-2,evers,75,1,268
BARRON,TOWN OF DOYLE WARDS 1-2,old,75,1,268
BARRON,TOWN OF DOYLE WARDS 1-2,pmc,29,1,268
BARRON,TOWN OF LAKELAND WARDS 1-2,evers,75,1,508
BARRON,TOWN OF LAKELAND WARDS 1-2,old,75,1,508
BARRON,TOWN OF LAKELAND WARDS 1-2,pmc,29,1,508
BARRON,TOWN OF MAPLE GROVE WARDS 1-2,evers,75,1,398
BARRON,TOWN OF MAPLE GROVE WARDS 1-2,old,75,1,398
BARRON,TOWN OF MAPLE GROVE WARDS 1-2,pmc,29,1,398
BARRON,TOWN OF MAPLE PLAIN WARD 1,evers,75,1,443
BARRON,TOWN OF MAPLE PLAIN WARD 1,old,75,1,443
BARRON,TOWN OF MAPLE PLAIN WARD 1,pmc,29,1,443
BARRON,TOWN OF OAK GROVE WARDS 1-2,evers,75,1,441
BARRON,TOWN OF OAK GROVE WARDS 1-2,old,75,1,441
BARRON,TOWN OF OAK GROVE WARDS 1-2,pmc,29,1,441
BARRON,TOWN OF PRAIRIE FARM WARDS 1-2,evers,75,1,248
BARRON,TOWN OF PRAIRIE FARM WARDS 1-2,old,67,0.00390625,248
BARRON,TOWN OF PRAIRIE FARM WARDS 1-2,old,75,0.99609375,248
BARRON,TOWN OF PRAIRIE FARM WARDS 1-2,pmc,29,0.99609375,248
BARRON,TOWN OF PRAIRIE FARM WARDS 1-2,pmc,91,0.00390625,248
BARRON,TOWN OF PRAIRIE LAKE WARDS 1-2,evers,75,1,825
BARRON,TOWN OF PRAIRIE LAKE WARDS 1-2,old,75,1,825
BARRON,TOWN OF PRAIRIE LAKE WARDS 1-2,pmc,91,1,825
BARRON,TOWN OF RICE LAKE WARDS 1-4,evers,75,1,1393
BARRON,TOWN OF RICE LAKE WARDS 1-4,old,75,1,1393
BARRON,TOWN OF RICE LAKE WARDS 1-4,pmc,29,1,1393
BARRON,TOWN OF SIOUX CREEK WARD 1,evers,75,1,327
BARRON,TOWN OF SIOUX CREEK WARD 1,old,75,1,327
BARRON,TOWN OF SIOUX CREEK WARD 1,pmc,91,1,327
BARRON,TOWN OF STANFOLD WARD 1,evers,75,1,322
BARRON,TOWN OF STANFOLD WARD 1,old,75,1,322
BARRON,TOWN OF STANFOLD WARD 1,pmc,29,1,322
BARRON,TOWN OF STANLEY WARDS 1-4,evers,75,1,1194
BARRON,TOWN OF STANLEY WARDS 1-4,old,75,1,1194
BARRON,TOWN OF STANLEY WARDS 1-4,pmc,29,1,1194
BARRON,TOWN OF SUMNER WARD 1,evers,75,1,364
BARRON,TOWN OF SUMNER WARD 1,old,75,1,364
BARRON,TOWN OF SUMNER WARD 1,pmc,29,1,364
BARRON,TOWN OF TURTLE LAKE WARD 1,evers,75,1,309
BARRON,TOWN OF TURTLE LAKE WARD 1,old,75,1,309
BARRON,TOWN OF TURTLE LAKE WARD 1,pmc,29,1,309
BARRON,TOWN OF VANCE CREEK WARD 1,evers,75,1,310
BARRON,TOWN OF VANCE CREEK WARD 1,old,75,1,310
BARRON,TOWN OF VANCE CREEK WARD 1,pmc,29,1,310
BARRON,VILLAGE OF ALMENA WARD 1,evers,75,1,255
BARRON,VILLAGE OF ALMENA WARD 1,old,75,1,255
BARRON,VILLAGE OF ALMENA WARD 1,pmc,29,1,255
BARRON,VILLAGE OF CAMERON WARDS 1-3,evers,75,1,693
BARRON,VILLAGE OF CAMERON WARDS 1-3,old,75,1,693
BARRON,VILLAGE OF CAMERON WARDS 1-3,pmc,29,1,693
BARRON,VILLAGE OF DALLAS WARD 1,evers,75,1,152
BARRON,VILLAGE OF DALLAS WARD 1,old,75,1,152
BARRON,VILLAGE OF DALLAS WARD 1,pmc,29,1,152
BARRON,VILLAGE OF HAUGEN WARD 1,evers,75,1,123
BARRON,VILLAGE OF HAUGEN WARD 1,old,75,1,123
BARRON,VILLAGE OF HAUGEN WARD 1,pmc,29,1,123
BARRON,VILLAGE OF NEW AUBURN WARD 2,evers,75,1,7
BARRON,VILLAGE OF NEW AUBURN WARD 2,old,67,1,7
BARRON,VILLAGE OF NEW AUBURN WARD 2,pmc,91,1,7
BARRON,VILLAGE OF PRAIRIE FARM WARD 1,evers,75,1,157
BARRON,VILLAGE OF PRAIRIE FARM WARD 1,old,75,1,157
BARRON,VILLAGE OF PRAIRIE FARM WARD 1,pmc,29,1,157
BARRON,VILLAGE OF TURTLE LAKE WARD 1,evers,75,1,298
BARRON,VILLAGE OF TURTLE LAKE WARD 1,old,75,1,298
BARRON,VILLAGE OF TURTLE LAKE WARD 1,pmc,29,1,298
BAYFIELD,CITY OF BAYFIELD WARD 1,evers,74,1,327
BAYFIELD,CITY OF BAYFIELD WARD 1,old,74,1,327
BAYFIELD,CITY OF BAYFIELD WARD 1,pmc,75,1,327
BAYFIELD,CITY OF WASHBURN WARDS 1-5,evers,74,1,1085
BAYFIELD,CITY OF WASHBURN WARDS 1-5,old,74,1,1085
BAYFIELD,CITY OF WASHBURN WARDS 1-5,pmc,75,1,1085
BAYFIELD,TOWN OF BARKSDALE WARDS 1-2,evers,74,1,459
BAYFIELD,TOWN OF BARKSDALE WARDS 1-2,old,74,1,459
BAYFIELD,TOWN OF BARKSDALE WARDS 1-2,pmc,75,1,459
BAYFIELD,TOWN OF BARNES WARD 1,evers,74,1,591
BAYFIELD,TOWN OF BARNES WARD 1,old,74,1,591
BAYFIELD,TOWN OF BARNES WARD 1,pmc,75,1,591
BAYFIELD,TOWN OF BAYFIELD WARDS 1-2,evers,74,1,502
BAYFIELD,TOWN OF BAYFIELD WARDS 1-2,old,74,1,502
BAYFIELD,TOWN OF BAYFIELD WARDS 1-2,pmc,75,1,502
BAYFIELD,TOWN OF BAYVIEW WARD 1,evers,74,1,331
BAYFIELD,TOWN OF BAYVIEW WARD 1,old,74,1,331
BAYFIELD,TOWN OF BAYVIEW WARD 1,pmc,75,1,331
BAYFIELD,TOWN OF BELL WARD 1,evers,74,1,253
BAYFIELD,TOWN OF BELL WARD 1,old,74,1,253
BAYFIELD,TOWN OF BELL WARD 1,pmc,75,1,253
BAYFIELD,TOWN OF CABLE WARD 1,evers,74,1,550
BAYFIELD,TOWN OF CABLE WARD 1,old,74,1,550
BAYFIELD,TOWN OF CABLE WARD 1,pmc,75,1,550
BAYFIELD,TOWN OF CLOVER WARD 1,evers,74,1,187
BAYFIELD,TOWN OF CLOVER WARD 1,old,74,1,187
BAYFIELD,TOWN OF CLOVER WARD 1,pmc,75,1,187
BAYFIELD,TOWN OF DELTA WARD 1,evers,74,1,230
BAYFIELD,TOWN OF DELTA WARD 1,old,74,1,230
BAYFIELD,TOWN OF DELTA WARD 1,pmc,75,1,230
BAYFIELD,TOWN OF DRUMMOND WARDS 1-2,evers,74,1,311
BAYFIELD,TOWN OF DRUMMOND WARDS 1-2,old,74,1,311
BAYFIELD,TOWN OF DRUMMOND WARDS 1-2,pmc,75,1,311
BAYFIELD,TOWN OF EILEEN WARDS 1-2,evers,74,1,391
BAYFIELD,TOWN OF EILEEN WARDS 1-2,old,74,1,391
BAYFIELD,TOWN OF EILEEN WARDS 1-2,pmc,75,1,391
BAYFIELD,TOWN OF GRAND VIEW WARD 1,evers,74,1,318
BAYFIELD,TOWN OF GRAND VIEW WARD 1,old,74,1,318
BAYFIELD,TOWN OF GRAND VIEW WARD 1,pmc,75,1,318
BAYFIELD,TOWN OF HUGHES WARD 1,evers,74,1,269
BAYFIELD,TOWN OF HUGHES WARD 1,old,74,1,269
BAYFIELD,TOWN OF HUGHES WARD 1,pmc,75,1,269
BAYFIELD,TOWN OF IRON RIVER WARDS 1-2,evers,74,1,669
BAYFIELD,TOWN OF IRON RIVER WARDS 1-2,old,74,1,669
BAYFIELD,TOWN OF IRON RIVER WARDS 1-2,pmc,75,1,669
BAYFIELD,TOWN OF KELLY WARD 1,evers,74,1,217
BAYFIELD,TOWN OF KELLY WARD 1,old,74,1,217
BAYFIELD,TOWN OF KELLY WARD 1,pmc,75,1,217
BAYFIELD,TOWN OF KEYSTONE WARD 1,evers,74,1,206
BAYFIELD,TOWN OF KEYSTONE WARD 1,old,74,1,206
BAYFIELD,TOWN OF KEYSTONE WARD 1,pmc,75,1,206
BAYFIELD,TOWN OF LINCOLN WARD 1,evers,74,1,172
BAYFIELD,TOWN OF LINCOLN WARD 1,old,74,1,172
BAYFIELD,TOWN OF LINCOLN WARD 1,pmc,75,1,172
BAYFIELD,TOWN OF MASON WARD 1,evers,74,1,149
BAYFIELD,TOWN OF MASON WARD 1,old,74,1,149
BAYFIELD,TOWN OF MASON WARD 1,pmc,75,1,149
BAYFIELD,TOWN OF NAMAKAGON WARD 1,evers,74,1,267
BAYFIELD,TOWN OF NAMAKAGON WARD 1,old,74,1,267
BAYFIELD,TOWN OF NAMAKAGON WARD 1,pmc,75,1,267
BAYFIELD,TOWN OF ORIENTA WARD 1,evers,74,1,92
BAYFIELD,TOWN OF ORIENTA WARD 1,old,74,1,92
BAYFIELD,TOWN OF ORIENTA WARD 1,pmc,75,1,92
BAYFIELD,TOWN OF OULU WARD 1,evers,74,1,340
BAYFIELD,TOWN OF OULU WARD 1,old,74,1,340
BAYFIELD,TOWN OF OULU WARD 1,pmc,75,1,340
BAYFIELD,TOWN OF PILSEN WARD 1,evers,74,1,136
BAYFIELD,TOWN OF PILSEN WARD 1,old,74,1,136
BAYFIELD,TOWN OF PILSEN WARD 1,pmc,75,1,136
BAYFIELD,TOWN OF PORT WING WARD 1,evers,74,1,256
BAYFIELD,TOWN OF PORT WING WARD 1,old,74,1,256
BAYFIELD,TOWN OF PORT WING WARD 1,pmc,75,1,256
BAYFIELD,TOWN OF RUSSELL WARDS 1-3,evers,74,1,471
BAYFIELD,TOWN OF RUSSELL WARDS 1-3,old,74,1,471
BAYFIELD,TOWN OF RUSSELL WARDS 1-3,pmc,75,1,471
BAYFIELD,TOWN OF TRIPP WARD 1,evers,74,1,119
BAYFIELD,TOWN OF TRIPP WARD 1,old,74,1,119
BAYFIELD,TOWN OF TRIPP WARD 1,pmc,75,1,119
BAYFIELD,TOWN OF WASHBURN WARDS 1-2,evers,74,1,354
BAYFIELD,TOWN OF WASHBURN WARDS 1-2,old,74,1,354
BAYFIELD,TOWN OF WASHBURN WARDS 1-2,pmc,75,1,354
BAYFIELD,VILLAGE OF MASON WARD 1,evers,74,1,39
BAYFIELD,VILLAGE OF MASON WARD 1,old,74,1,39
BAYFIELD,VILLAGE OF MASON WARD 1,pmc,75,1,39
BROWN,CITY OF DE PERE WARDS 1-5,evers,88,1,3425
BROWN,CITY OF DE PERE WARDS 1-5,old,2,0.06850117096018736,3425
BROWN,CITY OF DE PERE WARDS 1-5,old,88,0.9314988290398126,3425
BROWN,CITY OF DE PERE WARDS 1-5,pmc,4,1,3425
BROWN,CITY OF DE PERE WARDS 10-16,evers,2,0.9980952380952381,2033
BROWN,CITY OF DE PERE WARDS 10-16,evers,4,0.0019047619047619048,2033
BROWN,CITY OF DE PERE WARDS 10-16,old,2,0.9952380952380953,2033
BROWN,CITY OF DE PERE WARDS 10-16,old,4,0.004761904761904762,2033
BROWN,CITY OF DE PERE WARDS 10-16,pmc,4,1,2033
BROWN,CITY OF DE PERE WARDS 17-23,evers,2,1,3083
BROWN,CITY OF DE PERE WARDS 17-23,old,2,1,3083
BROWN,CITY OF DE PERE WARDS 17-23,pmc,4,1,3083
BROWN,CITY OF DE PERE WARDS 6-9,evers,2,0.24367088607594936,2836
BROWN,CITY OF DE PERE WARDS 6-9,evers,88,0.7563291139240507,2836
BROWN,CITY OF DE PERE WARDS 6-9,old,2,0.24367088607594936,2836
BROWN,CITY OF DE PERE WARDS 6-9,old,88,0.7563291139240507,2836
BROWN,CITY OF DE PERE WARDS 6-9,pmc,2,0.240154711673699,2836
BROWN,CITY OF DE PERE WARDS 6-9,pmc,4,0.7598452883263009,2836
BROWN,CITY OF GREEN BAY WARD 1,evers,1,1,11
BROWN,CITY OF GREEN BAY WARD 1,old,1,1,11
BROWN,CITY OF GREEN BAY WARD 1,pmc,3,1,11
BROWN,CITY OF GREEN BAY WARD 10,evers,88,1,479
BROWN,CITY OF GREEN BAY WARD 10,old,90,1,479
BROWN,CITY OF GREEN BAY WARD 10,pmc,3,1,479
BROWN,CITY OF GREEN BAY WARD 10A,evers,88,1,231
BROWN,CITY OF GREEN BAY WARD 10A,old,88,1,231
BROWN,CITY OF GREEN BAY WARD 10A,pmc,3,1,231
BROWN,CITY OF GREEN BAY WARD 11,evers,88,1,673
BROWN,CITY OF GREEN BAY WARD 11,old,88,1,673
BROWN,CITY OF GREEN BAY WARD 11,pmc,3,1,673
BROWN,CITY OF GREEN BAY WARD 11A,evers,88,1,8
BROWN,CITY OF GREEN BAY WARD 11A,old,88,1,8
BROWN,CITY OF GREEN BAY WARD 11A,pmc,3,1,8
BROWN,CITY OF GREEN BAY WARD 12,evers,88,1,341
BROWN,CITY OF GREEN BAY WARD 12,old,88,0.9970588235294118,341
BROWN,CITY OF GREEN BAY WARD 12,old,90,0.0029411764705882353,341
BROWN,CITY OF GREEN BAY WARD 12,pmc,3,0.9970588235294118,341
BROWN,CITY OF GREEN BAY WARD 12,pmc,6,0.0029411764705882353,341
BROWN,CITY OF GREEN BAY WARD 13,evers,88,1,650
BROWN,CITY OF GREEN BAY WARD 13,old,88,1,650
BROWN,CITY OF GREEN BAY WARD 13,pmc,3,0.2697160883280757,650
BROWN,CITY OF GREEN BAY WARD 13,pmc,6,0.7302839116719243,650
BROWN,CITY OF GREEN BAY WARD 14,evers,88,1,937
BROWN,CITY OF GREEN BAY WARD 14,old,90,1,937
BROWN,CITY OF GREEN BAY WARD 14,pmc,6,1,937
BROWN,CITY OF GREEN BAY WARD 15,evers,88,0.3106194690265487,1114
BROWN,CITY OF GREEN BAY WARD 15,evers,90,0.6893805309734513,1114
BROWN,CITY OF GREEN BAY WARD 15,old,90,1,1114
BROWN,CITY OF GREEN BAY WARD 15,pmc,6,1,1114
BROWN,CITY OF GREEN BAY WARD 16,evers,88,0.9957805907172996,951
BROWN,CITY OF GREEN BAY WARD 16,evers,90,0.004219409282700422,951
BROWN,CITY OF GREEN BAY WARD 16,old,88,1,951
BROWN,CITY OF GREEN BAY WARD 16,pmc,3,1,951
BROWN,CITY OF GREEN BAY WARD 17,evers,90,1,482
BROWN,CITY OF GREEN BAY WARD 17,old,90,1,482
BROWN,CITY OF GREEN BAY WARD 17,pmc,3,1,482
BROWN,CITY OF GREEN BAY WARD 18,evers,88,0.9750830564784053,581
BROWN,CITY OF GREEN BAY WARD 18,evers,90,0.024916943521594685,581
BROWN,CITY OF GREEN BAY WARD 18,old,90,1,581
BROWN,CITY OF GREEN BAY WARD 18,pmc,3,0.024916943521594685,581
BROWN,CITY OF GREEN BAY WARD 18,pmc,6,0.9750830564784053,581
BROWN,CITY OF GREEN BAY WARD 19,evers,88,1,570
BROWN,CITY OF GREEN BAY WARD 19,old,88,0.16725352112676056,570
BROWN,CITY OF GREEN BAY WARD 19,old,90,0.8327464788732394,570
BROWN,CITY OF GREEN BAY WARD 19,pmc,3,0.16725352112676056,570
BROWN,CITY OF GREEN BAY WARD 19,pmc,6,0.8327464788732394,570
BROWN,CITY OF GREEN BAY WARD 19A,evers,88,1,8
BROWN,CITY OF GREEN BAY WARD 19A,old,90,1,8
BROWN,CITY OF GREEN BAY WARD 19A,pmc,3,1,8
BROWN,CITY OF GREEN BAY WARD 2,evers,90,1,1422
BROWN,CITY OF GREEN BAY WARD 2,old,88,0.9978828510938603,1422
BROWN,CITY OF GREEN BAY WARD 2,old,90,0.002117148906139732,1422
BROWN,CITY OF GREEN BAY WARD 2,pmc,3,0.9978828510938603,1422
BROWN,CITY OF GREEN BAY WARD 2,pmc,6,0.002117148906139732,1422
BROWN,CITY OF GREEN BAY WARD 20,evers,90,1,530
BROWN,CITY OF GREEN BAY WARD 20,old,90,1,530
BROWN,CITY OF GREEN BAY WARD 20,pmc,3,1,530
BROWN,CITY OF GREEN BAY WARD 20A,evers,90,1,236
BROWN,CITY OF GREEN BAY WARD 20A,old,88,1,236
BROWN,CITY OF GREEN BAY WARD 20A,pmc,3,1,236
BROWN,CITY OF GREEN BAY WARD 21,evers,88,0.011450381679389313,521
BROWN,CITY OF GREEN BAY WARD 21,evers,90,0.9885496183206107,521
BROWN,CITY OF GREEN BAY WARD 21,old,90,1,521
BROWN,CITY OF GREEN BAY WARD 21,pmc,3,0.8797709923664122,521
BROWN,CITY OF GREEN BAY WARD 21,pmc,6,0.12022900763358779,521
