CNTY_NAME,rep_unit,plan,district,prop_of_rep_unit,total_votes
EAU CLAIRE,TOWN OF UNION WARDS 1-5,old,93,0.997716894977169,1332
EAU CLAIRE,TOWN OF UNION WARDS 1-5,pmc,68,1,1332
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 1,6-9,13-15,18-19,21-22",evers,91,0.0014245014245014246,2172
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 1,6-9,13-15,18-19,21-22",evers,93,0.9985754985754985,2172
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 1,6-9,13-15,18-19,21-22",old,91,9.49667616334283e-4,2172
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 1,6-9,13-15,18-19,21-22",old,93,0.9990503323836657,2172
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 1,6-9,13-15,18-19,21-22",pmc,69,1,2172
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 2-5,10-12,16-17,20",evers,91,0.002730748225013654,1851
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 2-5,10-12,16-17,20",evers,93,0.9972692517749864,1851
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 2-5,10-12,16-17,20",old,93,1,1851
EAU CLAIRE,"TOWN OF WASHINGTON WARDS 2-5,10-12,16-17,20",pmc,69,1,1851
EAU CLAIRE,TOWN OF WILSON WARD 1,evers,67,1,172
EAU CLAIRE,TOWN OF WILSON WARD 1,old,68,1,172
EAU CLAIRE,TOWN OF WILSON WARD 1,pmc,69,1,172
EAU CLAIRE,VILLAGE OF FAIRCHILD WARD 1,evers,68,1,143
EAU CLAIRE,VILLAGE OF FAIRCHILD WARD 1,old,68,1,143
EAU CLAIRE,VILLAGE OF FAIRCHILD WARD 1,pmc,69,1,143
EAU CLAIRE,VILLAGE OF FALL CREEK WARDS 1-2,evers,68,1,664
EAU CLAIRE,VILLAGE OF FALL CREEK WARDS 1-2,old,68,1,664
EAU CLAIRE,VILLAGE OF FALL CREEK WARDS 1-2,pmc,69,1,664
FLORENCE,TOWN OF AURORA WARDS 1-3,evers,36,1,495
FLORENCE,TOWN OF AURORA WARDS 1-3,old,34,1,495
FLORENCE,TOWN OF AURORA WARDS 1-3,pmc,36,1,495
FLORENCE,TOWN OF COMMONWEALTH WARDS 1-4,evers,36,1,213
FLORENCE,TOWN OF COMMONWEALTH WARDS 1-4,old,34,1,213
FLORENCE,TOWN OF COMMONWEALTH WARDS 1-4,pmc,36,1,213
FLORENCE,TOWN OF FENCE WARD 1,evers,36,1,114
FLORENCE,TOWN OF FENCE WARD 1,old,34,1,114
FLORENCE,TOWN OF FENCE WARD 1,pmc,36,1,114
FLORENCE,TOWN OF FERN WARD 1,evers,36,1,119
FLORENCE,TOWN OF FERN WARD 1,old,34,1,119
FLORENCE,TOWN OF FERN WARD 1,pmc,36,1,119
FLORENCE,TOWN OF FLORENCE WARDS 1-7,evers,36,1,1143
FLORENCE,TOWN OF FLORENCE WARDS 1-7,old,34,1,1143
FLORENCE,TOWN OF FLORENCE WARDS 1-7,pmc,36,1,1143
FLORENCE,TOWN OF HOMESTEAD WARD 1,evers,36,1,225
FLORENCE,TOWN OF HOMESTEAD WARD 1,old,34,1,225
FLORENCE,TOWN OF HOMESTEAD WARD 1,pmc,36,1,225
FLORENCE,TOWN OF LONG LAKE WARD 1,evers,36,1,114
FLORENCE,TOWN OF LONG LAKE WARD 1,old,34,1,114
FLORENCE,TOWN OF LONG LAKE WARD 1,pmc,36,1,114
FLORENCE,TOWN OF TIPLER WARD 1,evers,36,1,94
FLORENCE,TOWN OF TIPLER WARD 1,old,34,1,94
FLORENCE,TOWN OF TIPLER WARD 1,pmc,36,1,94
FOND DU LAC,CITY OF FOND DU LAC WARD 1,evers,52,1,484
FOND DU LAC,CITY OF FOND DU LAC WARD 1,old,52,1,484
FOND DU LAC,CITY OF FOND DU LAC WARD 1,pmc,52,1,484
FOND DU LAC,CITY OF FOND DU LAC WARD 10,evers,52,1,758
FOND DU LAC,CITY OF FOND DU LAC WARD 10,old,52,1,758
FOND DU LAC,CITY OF FOND DU LAC WARD 10,pmc,60,1,758
FOND DU LAC,CITY OF FOND DU LAC WARD 11,evers,52,1,389
FOND DU LAC,CITY OF FOND DU LAC WARD 11,old,52,1,389
FOND DU LAC,CITY OF FOND DU LAC WARD 11,pmc,60,1,389
FOND DU LAC,CITY OF FOND DU LAC WARD 12,evers,52,1,849
FOND DU LAC,CITY OF FOND DU LAC WARD 12,old,52,1,849
FOND DU LAC,CITY OF FOND DU LAC WARD 12,pmc,60,1,849
FOND DU LAC,CITY OF FOND DU LAC WARD 13,evers,52,1,419
FOND DU LAC,CITY OF FOND DU LAC WARD 13,old,52,1,419
FOND DU LAC,CITY OF FOND DU LAC WARD 13,pmc,60,1,419
FOND DU LAC,CITY OF FOND DU LAC WARD 14,evers,52,1,634
FOND DU LAC,CITY OF FOND DU LAC WARD 14,old,52,1,634
FOND DU LAC,CITY OF FOND DU LAC WARD 14,pmc,60,1,634
FOND DU LAC,CITY OF FOND DU LAC WARD 15,evers,52,1,733
FOND DU LAC,CITY OF FOND DU LAC WARD 15,old,52,1,733
FOND DU LAC,CITY OF FOND DU LAC WARD 15,pmc,60,1,733
FOND DU LAC,CITY OF FOND DU LAC WARD 16,evers,52,1,937
FOND DU LAC,CITY OF FOND DU LAC WARD 16,old,52,1,937
FOND DU LAC,CITY OF FOND DU LAC WARD 16,pmc,60,1,937
FOND DU LAC,CITY OF FOND DU LAC WARD 17,evers,52,1,999
FOND DU LAC,CITY OF FOND DU LAC WARD 17,old,52,1,999
FOND DU LAC,CITY OF FOND DU LAC WARD 17,pmc,60,1,999
FOND DU LAC,CITY OF FOND DU LAC WARD 18,evers,52,1,1353
FOND DU LAC,CITY OF FOND DU LAC WARD 18,old,52,1,1353
FOND DU LAC,CITY OF FOND DU LAC WARD 18,pmc,60,1,1353
FOND DU LAC,CITY OF FOND DU LAC WARD 19,evers,52,1,551
FOND DU LAC,CITY OF FOND DU LAC WARD 19,old,52,1,551
FOND DU LAC,CITY OF FOND DU LAC WARD 19,pmc,60,1,551
FOND DU LAC,CITY OF FOND DU LAC WARD 2,evers,52,1,455
FOND DU LAC,CITY OF FOND DU LAC WARD 2,old,52,1,455
FOND DU LAC,CITY OF FOND DU LAC WARD 2,pmc,60,1,455
FOND DU LAC,CITY OF FOND DU LAC WARD 20,evers,52,1,1070
FOND DU LAC,CITY OF FOND DU LAC WARD 20,old,52,1,1070
FOND DU LAC,CITY OF FOND DU LAC WARD 20,pmc,60,1,1070
FOND DU LAC,CITY OF FOND DU LAC WARD 21,evers,52,1,920
FOND DU LAC,CITY OF FOND DU LAC WARD 21,old,52,1,920
FOND DU LAC,CITY OF FOND DU LAC WARD 21,pmc,60,1,920
FOND DU LAC,CITY OF FOND DU LAC WARD 22,evers,52,1,797
FOND DU LAC,CITY OF FOND DU LAC WARD 22,old,52,1,797
FOND DU LAC,CITY OF FOND DU LAC WARD 22,pmc,60,1,797
FOND DU LAC,CITY OF FOND DU LAC WARD 3,evers,52,1,903
FOND DU LAC,CITY OF FOND DU LAC WARD 3,old,52,1,903
FOND DU LAC,CITY OF FOND DU LAC WARD 3,pmc,60,1,903
FOND DU LAC,CITY OF FOND DU LAC WARD 4,evers,52,1,515
FOND DU LAC,CITY OF FOND DU LAC WARD 4,old,52,1,515
FOND DU LAC,CITY OF FOND DU LAC WARD 4,pmc,60,1,515
FOND DU LAC,CITY OF FOND DU LAC WARD 5,evers,52,1,1132
FOND DU LAC,CITY OF FOND DU LAC WARD 5,old,52,1,1132
FOND DU LAC,CITY OF FOND DU LAC WARD 5,pmc,52,0.004686035613870665,1132
FOND DU LAC,CITY OF FOND DU LAC WARD 5,pmc,60,0.9953139643861293,1132
FOND DU LAC,CITY OF FOND DU LAC WARD 6,evers,52,1,587
FOND DU LAC,CITY OF FOND DU LAC WARD 6,old,52,1,587
FOND DU LAC,CITY OF FOND DU LAC WARD 6,pmc,60,1,587
FOND DU LAC,CITY OF FOND DU LAC WARD 7,evers,52,1,577
FOND DU LAC,CITY OF FOND DU LAC WARD 7,old,52,1,577
FOND DU LAC,CITY OF FOND DU LAC WARD 7,pmc,52,0.09482758620689655,577
FOND DU LAC,CITY OF FOND DU LAC WARD 7,pmc,60,0.9051724137931034,577
FOND DU LAC,CITY OF FOND DU LAC WARD 8,evers,52,1,763
FOND DU LAC,CITY OF FOND DU LAC WARD 8,old,52,1,763
FOND DU LAC,CITY OF FOND DU LAC WARD 8,pmc,60,1,763
FOND DU LAC,CITY OF FOND DU LAC WARD 9,evers,52,1,506
FOND DU LAC,CITY OF FOND DU LAC WARD 9,old,52,1,506
FOND DU LAC,CITY OF FOND DU LAC WARD 9,pmc,60,1,506
FOND DU LAC,CITY OF RIPON WARDS 1-3,evers,41,1,832
FOND DU LAC,CITY OF RIPON WARDS 1-3,old,41,1,832
FOND DU LAC,CITY OF RIPON WARDS 1-3,pmc,52,1,832
FOND DU LAC,CITY OF RIPON WARDS 4-6,evers,41,1,780
FOND DU LAC,CITY OF RIPON WARDS 4-6,old,41,1,780
FOND DU LAC,CITY OF RIPON WARDS 4-6,pmc,52,1,780
FOND DU LAC,"CITY OF RIPON WARDS 7,8",evers,41,1,679
FOND DU LAC,"CITY OF RIPON WARDS 7,8",old,41,1,679
FOND DU LAC,"CITY OF RIPON WARDS 7,8",pmc,52,1,679
FOND DU LAC,CITY OF RIPON WARDS 9-11,evers,41,1,850
FOND DU LAC,CITY OF RIPON WARDS 9-11,old,41,1,850
FOND DU LAC,CITY OF RIPON WARDS 9-11,pmc,52,1,850
FOND DU LAC,"CITY OF WAUPUN WARDS 9,10,11,12",evers,53,1,1617
FOND DU LAC,"CITY OF WAUPUN WARDS 9,10,11,12",old,53,1,1617
FOND DU LAC,"CITY OF WAUPUN WARDS 9,10,11,12",pmc,52,1,1617
FOND DU LAC,TOWN OF ALTO WARDS 1-2,evers,39,1,583
FOND DU LAC,TOWN OF ALTO WARDS 1-2,old,42,1,583
FOND DU LAC,TOWN OF ALTO WARDS 1-2,pmc,52,1,583
FOND DU LAC,TOWN OF ASHFORD WARDS 1-3,evers,59,1,993
FOND DU LAC,TOWN OF ASHFORD WARDS 1-3,old,59,1,993
FOND DU LAC,TOWN OF ASHFORD WARDS 1-3,pmc,59,1,993
FOND DU LAC,TOWN OF AUBURN WARDS 1-3,evers,59,1,1437
FOND DU LAC,TOWN OF AUBURN WARDS 1-3,old,59,1,1437
FOND DU LAC,TOWN OF AUBURN WARDS 1-3,pmc,59,1,1437
FOND DU LAC,TOWN OF BYRON WARDS 1-2,evers,52,1,956
FOND DU LAC,TOWN OF BYRON WARDS 1-2,old,52,1,956
FOND DU LAC,TOWN OF BYRON WARDS 1-2,pmc,52,1,956
FOND DU LAC,TOWN OF CALUMET WARDS 1-2,evers,52,0.5961783439490446,806
FOND DU LAC,TOWN OF CALUMET WARDS 1-2,evers,59,0.40382165605095544,806
FOND DU LAC,TOWN OF CALUMET WARDS 1-2,old,52,0.5961783439490446,806
FOND DU LAC,TOWN OF CALUMET WARDS 1-2,old,59,0.40382165605095544,806
FOND DU LAC,TOWN OF CALUMET WARDS 1-2,pmc,60,1,806
FOND DU LAC,TOWN OF EDEN WARDS 1-3,evers,59,1,613
FOND DU LAC,TOWN OF EDEN WARDS 1-3,old,59,1,613
FOND DU LAC,TOWN OF EDEN WARDS 1-3,pmc,59,1,613
FOND DU LAC,TOWN OF ELDORADO WARDS 1-3,evers,53,1,804
FOND DU LAC,TOWN OF ELDORADO WARDS 1-3,old,53,1,804
FOND DU LAC,TOWN OF ELDORADO WARDS 1-3,pmc,52,1,804
FOND DU LAC,TOWN OF EMPIRE WARDS 1-4,evers,52,1,1688
FOND DU LAC,TOWN OF EMPIRE WARDS 1-4,old,52,1,1688
FOND DU LAC,TOWN OF EMPIRE WARDS 1-4,pmc,60,1,1688
FOND DU LAC,"TOWN OF FOND DU LAC WARDS 1,2-9",evers,52,1,2032
FOND DU LAC,"TOWN OF FOND DU LAC WARDS 1,2-9",old,52,1,2032
FOND DU LAC,"TOWN OF FOND DU LAC WARDS 1,2-9",pmc,52,0.6161764705882353,2032
FOND DU LAC,"TOWN OF FOND DU LAC WARDS 1,2-9",pmc,60,0.38382352941176473,2032
FOND DU LAC,TOWN OF FOREST WARDS 1-2,evers,59,1,596
FOND DU LAC,TOWN OF FOREST WARDS 1-2,old,59,1,596
FOND DU LAC,TOWN OF FOREST WARDS 1-2,pmc,60,1,596
FOND DU LAC,TOWN OF FRIENDSHIP WARDS 1-3,evers,53,1,1195
FOND DU LAC,TOWN OF FRIENDSHIP WARDS 1-3,old,53,1,1195
FOND DU LAC,TOWN OF FRIENDSHIP WARDS 1-3,pmc,52,1,1195
FOND DU LAC,TOWN OF LAMARTINE WARDS 1-2,evers,53,1,996
FOND DU LAC,TOWN OF LAMARTINE WARDS 1-2,old,53,1,996
FOND DU LAC,TOWN OF LAMARTINE WARDS 1-2,pmc,52,1,996
FOND DU LAC,TOWN OF MARSHFIELD WARDS 1-2,evers,52,0.006211180124223602,633
FOND DU LAC,TOWN OF MARSHFIELD WARDS 1-2,evers,59,0.9937888198757764,633
FOND DU LAC,TOWN OF MARSHFIELD WARDS 1-2,old,52,0.006211180124223602,633
FOND DU LAC,TOWN OF MARSHFIELD WARDS 1-2,old,59,0.9937888198757764,633
FOND DU LAC,TOWN OF MARSHFIELD WARDS 1-2,pmc,60,1,633
FOND DU LAC,TOWN OF METOMEN WARDS 1-2,evers,39,1,376
FOND DU LAC,TOWN OF METOMEN WARDS 1-2,old,42,1,376
FOND DU LAC,TOWN OF METOMEN WARDS 1-2,pmc,52,1,376
FOND DU LAC,TOWN OF OAKFIELD WARDS 1-2,evers,52,1,378
FOND DU LAC,TOWN OF OAKFIELD WARDS 1-2,old,52,1,378
FOND DU LAC,TOWN OF OAKFIELD WARDS 1-2,pmc,52,1,378
FOND DU LAC,TOWN OF OSCEOLA WARDS 1-2,evers,59,1,1099
FOND DU LAC,TOWN OF OSCEOLA WARDS 1-2,old,59,1,1099
FOND DU LAC,TOWN OF OSCEOLA WARDS 1-2,pmc,59,1,1099
FOND DU LAC,TOWN OF RIPON WARDS 1-2,evers,41,1,730
FOND DU LAC,TOWN OF RIPON WARDS 1-2,old,41,1,730
FOND DU LAC,TOWN OF RIPON WARDS 1-2,pmc,52,1,730
FOND DU LAC,TOWN OF ROSENDALE WARD 1,evers,53,1,380
FOND DU LAC,TOWN OF ROSENDALE WARD 1,old,53,1,380
FOND DU LAC,TOWN OF ROSENDALE WARD 1,pmc,52,1,380
FOND DU LAC,TOWN OF SPRINGVALE WARD 1,evers,53,1,387
FOND DU LAC,TOWN OF SPRINGVALE WARD 1,old,53,1,387
FOND DU LAC,TOWN OF SPRINGVALE WARD 1,pmc,52,1,387
FOND DU LAC,TOWN OF TAYCHEEDAH WARDS 1-6,evers,52,1,2776
FOND DU LAC,TOWN OF TAYCHEEDAH WARDS 1-6,old,52,1,2776
FOND DU LAC,TOWN OF TAYCHEEDAH WARDS 1-6,pmc,60,1,2776
FOND DU LAC,TOWN OF WAUPUN WARDS 1-2,evers,53,1,788
FOND DU LAC,TOWN OF WAUPUN WARDS 1-2,old,53,1,788
FOND DU LAC,TOWN OF WAUPUN WARDS 1-2,pmc,52,1,788
FOND DU LAC,VILLAGE OF BRANDON WARD 1,evers,39,1,428
FOND DU LAC,VILLAGE OF BRANDON WARD 1,old,42,1,428
FOND DU LAC,VILLAGE OF BRANDON WARD 1,pmc,52,1,428
FOND DU LAC,VILLAGE OF CAMPBELLSPORT WARDS 1-4,evers,59,1,894
FOND DU LAC,VILLAGE OF CAMPBELLSPORT WARDS 1-4,old,59,1,894
FOND DU LAC,VILLAGE OF CAMPBELLSPORT WARDS 1-4,pmc,59,1,894
FOND DU LAC,VILLAGE OF EDEN WARD 1,evers,59,1,347
FOND DU LAC,VILLAGE OF EDEN WARD 1,old,59,1,347
FOND DU LAC,VILLAGE OF EDEN WARD 1,pmc,59,1,347
FOND DU LAC,VILLAGE OF FAIRWATER WARD 1,evers,39,1,163
FOND DU LAC,VILLAGE OF FAIRWATER WARD 1,old,42,1,163
FOND DU LAC,VILLAGE OF FAIRWATER WARD 1,pmc,52,1,163
FOND DU LAC,VILLAGE OF MOUNT CALVARY WARD 1,evers,59,1,280
FOND DU LAC,VILLAGE OF MOUNT CALVARY WARD 1,old,59,1,280
FOND DU LAC,VILLAGE OF MOUNT CALVARY WARD 1,pmc,60,1,280
FOND DU LAC,"VILLAGE OF NORTH FOND DU LAC WARDS 1,2,3,4,5,6,7",evers,53,1,1949
FOND DU LAC,"VILLAGE OF NORTH FOND DU LAC WARDS 1,2,3,4,5,6,7",old,53,1,1949
FOND DU LAC,"VILLAGE OF NORTH FOND DU LAC WARDS 1,2,3,4,5,6,7",pmc,52,1,1949
FOND DU LAC,VILLAGE OF OAKFIELD WARDS 1-2,evers,52,1,539
FOND DU LAC,VILLAGE OF OAKFIELD WARDS 1-2,old,52,1,539
FOND DU LAC,VILLAGE OF OAKFIELD WARDS 1-2,pmc,52,1,539
FOND DU LAC,VILLAGE OF ROSENDALE WARDS 1-2,evers,53,1,512
FOND DU LAC,VILLAGE OF ROSENDALE WARDS 1-2,old,53,1,512
FOND DU LAC,VILLAGE OF ROSENDALE WARDS 1-2,pmc,52,1,512
FOND DU LAC,VILLAGE OF ST. CLOUD WARD 1,evers,59,1,271
FOND DU LAC,VILLAGE OF ST. CLOUD WARD 1,old,59,1,271
FOND DU LAC,VILLAGE OF ST. CLOUD WARD 1,pmc,60,1,271
FOREST,CITY OF CRANDON WARDS 1-4,evers,34,0.002849002849002849,679
FOREST,CITY OF CRANDON WARDS 1-4,evers,36,0.9971509971509972,679
FOREST,CITY OF CRANDON WARDS 1-4,old,36,1,679
FOREST,CITY OF CRANDON WARDS 1-4,pmc,36,1,679
FOREST,TOWN OF ALVIN WARD 1,evers,34,1,96
FOREST,TOWN OF ALVIN WARD 1,old,34,1,96
FOREST,TOWN OF ALVIN WARD 1,pmc,36,1,96
FOREST,"TOWN OF ARGONNE WARDS 1,2",evers,34,1,254
FOREST,"TOWN OF ARGONNE WARDS 1,2",old,34,1,254
FOREST,"TOWN OF ARGONNE WARDS 1,2",pmc,36,1,254
FOREST,TOWN OF ARMSTRONG CREEK WARD 1,evers,34,1,227
FOREST,TOWN OF ARMSTRONG CREEK WARD 1,old,34,1,227
FOREST,TOWN OF ARMSTRONG CREEK WARD 1,pmc,36,1,227
FOREST,TOWN OF BLACKWELL WARD 1,evers,36,1,56
FOREST,TOWN OF BLACKWELL WARD 1,old,36,1,56
FOREST,TOWN OF BLACKWELL WARD 1,pmc,36,1,56
FOREST,TOWN OF CASWELL WARD 1,evers,34,1,50
FOREST,TOWN OF CASWELL WARD 1,old,34,1,50
FOREST,TOWN OF CASWELL WARD 1,pmc,36,1,50
FOREST,"TOWN OF CRANDON WARDS 1,2",evers,34,0.9964664310954063,284
FOREST,"TOWN OF CRANDON WARDS 1,2",evers,36,0.0035335689045936395,284
FOREST,"TOWN OF CRANDON WARDS 1,2",old,34,0.9964664310954063,284
FOREST,"TOWN OF CRANDON WARDS 1,2",old,36,0.0035335689045936395,284
FOREST,"TOWN OF CRANDON WARDS 1,2",pmc,36,1,284
FOREST,TOWN OF FREEDOM WARD 1,evers,36,1,236
FOREST,TOWN OF FREEDOM WARD 1,old,36,1,236
FOREST,TOWN OF FREEDOM WARD 1,pmc,36,1,236
FOREST,TOWN OF HILES WARD 1,evers,34,1,229
FOREST,TOWN OF HILES WARD 1,old,34,1,229
FOREST,TOWN OF HILES WARD 1,pmc,36,1,229
FOREST,TOWN OF LAONA WARDS 1-4,evers,36,1,548
FOREST,TOWN OF LAONA WARDS 1-4,old,36,1,548
FOREST,TOWN OF LAONA WARDS 1-4,pmc,36,1,548
FOREST,TOWN OF LINCOLN WARDS 1-5,evers,36,1,474
FOREST,TOWN OF LINCOLN WARDS 1-5,old,36,1,474
FOREST,TOWN OF LINCOLN WARDS 1-5,pmc,36,1,474
FOREST,TOWN OF NASHVILLE WARDS 1-3,evers,36,1,331
FOREST,TOWN OF NASHVILLE WARDS 1-3,old,36,1,331
FOREST,TOWN OF NASHVILLE WARDS 1-3,pmc,36,1,331
FOREST,TOWN OF NASHVILLE WARDS 4-5,evers,35,1,232
FOREST,TOWN OF NASHVILLE WARDS 4-5,old,36,1,232
FOREST,TOWN OF NASHVILLE WARDS 4-5,pmc,36,1,232
FOREST,TOWN OF POPPLE RIVER WARD 1,evers,34,1,25
FOREST,TOWN OF POPPLE RIVER WARD 1,old,34,1,25
FOREST,TOWN OF POPPLE RIVER WARD 1,pmc,36,1,25
FOREST,TOWN OF ROSS WARD 1,evers,34,1,78
FOREST,TOWN OF ROSS WARD 1,old,34,1,78
FOREST,TOWN OF ROSS WARD 1,pmc,36,1,78
FOREST,"TOWN OF WABENO WARDS 1,2,3,4",evers,36,1,391
FOREST,"TOWN OF WABENO WARDS 1,2,3,4",old,36,1,391
FOREST,"TOWN OF WABENO WARDS 1,2,3,4",pmc,36,1,391
GRANT,CITY OF BOSCOBEL WARDS 1-8,evers,49,1,1020
GRANT,CITY OF BOSCOBEL WARDS 1-8,old,49,1,1020
GRANT,CITY OF BOSCOBEL WARDS 1-8,pmc,50,1,1020
GRANT,CITY OF CUBA CITY WARDS 1-4,evers,49,1,795
GRANT,CITY OF CUBA CITY WARDS 1-4,old,49,1,795
GRANT,CITY OF CUBA CITY WARDS 1-4,pmc,49,1,795
GRANT,CITY OF FENNIMORE WARDS 1-4,evers,49,1,927
GRANT,CITY OF FENNIMORE WARDS 1-4,old,49,1,927
GRANT,CITY OF FENNIMORE WARDS 1-4,pmc,49,1,927
GRANT,CITY OF LANCASTER WARDS 1-6,evers,49,1,1503
GRANT,CITY OF LANCASTER WARDS 1-6,old,49,1,1503
GRANT,CITY OF LANCASTER WARDS 1-6,pmc,49,1,1503
GRANT,CITY OF PLATTEVILLE WARDS 1-2,evers,49,1,1083
GRANT,CITY OF PLATTEVILLE WARDS 1-2,old,49,1,1083
GRANT,CITY OF PLATTEVILLE WARDS 1-2,pmc,49,1,1083
GRANT,CITY OF PLATTEVILLE WARDS 3-4,evers,49,1,1153
GRANT,CITY OF PLATTEVILLE WARDS 3-4,old,49,1,1153
GRANT,CITY OF PLATTEVILLE WARDS 3-4,pmc,49,1,1153
GRANT,CITY OF PLATTEVILLE WARDS 5-6,evers,49,1,726
GRANT,CITY OF PLATTEVILLE WARDS 5-6,old,49,1,726
GRANT,CITY OF PLATTEVILLE WARDS 5-6,pmc,49,1,726
GRANT,CITY OF PLATTEVILLE WARDS 7-9,evers,49,1,847
GRANT,CITY OF PLATTEVILLE WARDS 7-9,old,49,1,847
GRANT,CITY OF PLATTEVILLE WARDS 7-9,pmc,49,1,847
GRANT,TOWN OF BEETOWN WARDS 1-2,evers,49,1,272
GRANT,TOWN OF BEETOWN WARDS 1-2,old,49,1,272
GRANT,TOWN OF BEETOWN WARDS 1-2,pmc,49,1,272
GRANT,TOWN OF BLOOMINGTON WARD 1,evers,49,1,172
GRANT,TOWN OF BLOOMINGTON WARD 1,old,49,1,172
GRANT,TOWN OF BLOOMINGTON WARD 1,pmc,49,1,172
GRANT,TOWN OF BOSCOBEL WARDS 1-3,evers,49,1,170
GRANT,TOWN OF BOSCOBEL WARDS 1-3,old,49,1,170
GRANT,TOWN OF BOSCOBEL WARDS 1-3,pmc,50,1,170
GRANT,TOWN OF CASSVILLE WARDS 1-2,evers,49,1,173
GRANT,TOWN OF CASSVILLE WARDS 1-2,old,49,1,173
GRANT,TOWN OF CASSVILLE WARDS 1-2,pmc,49,1,173
GRANT,TOWN OF CASTLE ROCK WARD 1,evers,49,1,130
GRANT,TOWN OF CASTLE ROCK WARD 1,old,49,1,130
GRANT,TOWN OF CASTLE ROCK WARD 1,pmc,49,1,130
GRANT,TOWN OF CLIFTON WARD 1,evers,49,1,109
GRANT,TOWN OF CLIFTON WARD 1,old,49,1,109
GRANT,TOWN OF CLIFTON WARD 1,pmc,49,1,109
GRANT,TOWN OF ELLENBORO WARD 1,evers,49,1,269
GRANT,TOWN OF ELLENBORO WARD 1,old,49,1,269
GRANT,TOWN OF ELLENBORO WARD 1,pmc,49,1,269
GRANT,TOWN OF FENNIMORE WARDS 1-2,evers,49,1,204
GRANT,TOWN OF FENNIMORE WARDS 1-2,old,49,1,204
GRANT,TOWN OF FENNIMORE WARDS 1-2,pmc,49,1,204
GRANT,TOWN OF GLEN HAVEN WARD 1,evers,49,1,166
GRANT,TOWN OF GLEN HAVEN WARD 1,old,49,1,166
GRANT,TOWN OF GLEN HAVEN WARD 1,pmc,49,1,166
GRANT,TOWN OF HARRISON WARD 1,evers,49,1,265
GRANT,TOWN OF HARRISON WARD 1,old,49,1,265
GRANT,TOWN OF HARRISON WARD 1,pmc,49,1,265
GRANT,TOWN OF HAZEL GREEN WARDS 1-2,evers,49,1,493
GRANT,TOWN OF HAZEL GREEN WARDS 1-2,old,49,1,493
GRANT,TOWN OF HAZEL GREEN WARDS 1-2,pmc,49,1,493
GRANT,TOWN OF HICKORY GROVE WARD 1,evers,49,1,147
GRANT,TOWN OF HICKORY GROVE WARD 1,old,49,1,147
GRANT,TOWN OF HICKORY GROVE WARD 1,pmc,49,1,147
GRANT,TOWN OF JAMESTOWN WARDS 1-3,evers,49,1,1015
GRANT,TOWN OF JAMESTOWN WARDS 1-3,old,49,1,1015
GRANT,TOWN OF JAMESTOWN WARDS 1-3,pmc,49,1,1015
GRANT,TOWN OF LIBERTY WARD 1,evers,49,1,199
GRANT,TOWN OF LIBERTY WARD 1,old,49,1,199
GRANT,TOWN OF LIBERTY WARD 1,pmc,49,1,199
GRANT,TOWN OF LIMA WARD 1,evers,49,1,337
GRANT,TOWN OF LIMA WARD 1,old,49,1,337
GRANT,TOWN OF LIMA WARD 1,pmc,49,1,337
GRANT,TOWN OF LITTLE GRANT WARD 1,evers,49,1,132
GRANT,TOWN OF LITTLE GRANT WARD 1,old,49,1,132
GRANT,TOWN OF LITTLE GRANT WARD 1,pmc,49,1,132
GRANT,TOWN OF MARION WARD 1,evers,49,1,203
GRANT,TOWN OF MARION WARD 1,old,49,1,203
GRANT,TOWN OF MARION WARD 1,pmc,50,1,203
GRANT,TOWN OF MILLVILLE WARD 1,evers,49,1,76
GRANT,TOWN OF MILLVILLE WARD 1,old,49,1,76
GRANT,TOWN OF MILLVILLE WARD 1,pmc,49,1,76
GRANT,TOWN OF MOUNT HOPE WARD 1,evers,49,1,82
GRANT,TOWN OF MOUNT HOPE WARD 1,old,49,1,82
GRANT,TOWN OF MOUNT HOPE WARD 1,pmc,49,1,82
GRANT,TOWN OF MOUNT IDA WARD 1,evers,49,1,218
GRANT,TOWN OF MOUNT IDA WARD 1,old,49,1,218
GRANT,TOWN OF MOUNT IDA WARD 1,pmc,49,1,218
GRANT,TOWN OF MUSCODA WARD 1,evers,49,1,275
GRANT,TOWN OF MUSCODA WARD 1,old,49,1,275
GRANT,TOWN OF MUSCODA WARD 1,pmc,50,1,275
GRANT,TOWN OF NORTH LANCASTER WARD 1,evers,49,1,257
GRANT,TOWN OF NORTH LANCASTER WARD 1,old,49,1,257
GRANT,TOWN OF NORTH LANCASTER WARD 1,pmc,49,1,257
GRANT,TOWN OF PARIS WARDS 1-2,evers,49,1,360
GRANT,TOWN OF PARIS WARDS 1-2,old,49,1,360
GRANT,TOWN OF PARIS WARDS 1-2,pmc,49,1,360
GRANT,TOWN OF PATCH GROVE WARD 1,evers,49,1,122
GRANT,TOWN OF PATCH GROVE WARD 1,old,49,1,122
GRANT,TOWN OF PATCH GROVE WARD 1,pmc,49,1,122
