plan,district,GOV,SOS,USH,USS,WAG,WSA,WST,predict_v1,predicted_dem_win,predict_v2,predict_avg,final_wsa,predict_party2tot,contested_2022
Evers least change,26,-16.01782093048918,-17.386540901573603,-93.46223153180236,-20.178020599929557,-17.61133207391857,-25.8125593096179,-20.3773915122904,-21.269096917285946,0,-21.27009693722863,-18.546141279156927,-21.27009693722863,25232.2051274588,NA
Evers least change,27,-13.172577540285635,-14.884821291863586,-93.17741614350872,-18.11107911565884,-14.065821988115184,-65.23937088927217,-17.987137842454047,-19.268365101028298,0,-19.69770629727457,-15.834154121628426,-19.69770629727457,27892.934161608515,NA
Evers least change,28,-25.759533389936873,-28.664940828402365,-31.00520506478644,-30.289614462276333,-29.257738821701988,-29.912889413849115,-29.276169265033403,-33.22664077772056,0,-32.972391567475555,-28.64576398473715,-32.972391567475555,27053.495531528322,NA
Evers least change,29,-16.374609703825154,-19.516106837948705,-21.31116476175656,-21.04773220010761,-19.36154157527345,-20.55776662984099,-20.25999615212436,-23.39793777694666,0,-23.74505592672685,-19.260969907832642,-23.74505592672685,23841.94205822723,NA
Evers least change,30,-0.4431266127050193,-3.7619756154266937,-4.780773992742665,-3.9822188731025774,-3.761234811050451,-6.881699255361607,-5.286863802214004,-4.635834628196019,0,-5.575358304033691,-3.368361024768013,-5.575358304033691,27906.6271894979,NA
Evers least change,31,-7.974022792104973,-18.76855315850146,-18.28624095591296,-13.880783741306493,-13.058430760977425,-16.581699586238702,-15.283591233437694,-16.800920396023496,0,-18.47931833278303,-12.549207131956646,-18.47931833278303,26410.475907195236,NA
Evers least change,32,-22.08020768730358,-27.232664159378363,-30.15600297635399,-26.332066077909243,-24.850318207784373,-34.78862417175283,-27.44736029511039,-27.938206069805638,0,-27.740469389760715,-25.177488067026896,-27.740469389760715,25910.2206920742,NA
Evers least change,33,-24.257005765522177,-26.513191325345737,-30.151994592708448,-27.88286811494542,-26.07000426922837,-40.90128882064742,-28.252799203378625,-29.051620156790516,0,-28.327883536178643,-26.61566933826865,-28.327883536178643,29081.762235673814,NA
Evers least change,34,-18.77289470260839,-21.22211507082188,-24.37838549411908,-23.68002368437932,-18.629523013817007,-26.82209266747079,-23.343306886289668,-24.608092869796874,0,-24.54505726397991,-21.1064370717736,-24.54505726397991,32907.82035998709,NA
Evers least change,35,-28.12765706310642,-29.40713156964877,-35.313593354858675,-33.29346816292278,-26.910371652272204,-70.56252318163233,-31.753106334103276,-34.589646088982064,0,-33.90304711048903,-30.021150803101172,-33.90304711048903,27981.872958820386,NA
