plan,district,GOV,SOS,USH,USS,WAG,WSA,WST,predict_v1,predicted_dem_win,predict_v2,predict_avg,final_wsa,predict_party2tot,contested_2022
Evers least change,36,-34.44055667869906,-35.38693513964887,-72.07115724110893,-38.636870312005286,-33.60909068183871,-45.289417952012414,-37.549823504965744,-39.70512868669903,0,-38.25307916423429,-36.0590852943772,-38.25307916423429,28644.993891381968,NA
Evers least change,37,35.70810781050519,31.196796647889823,26.06354261834089,31.39713770842354,30.84769595823081,32.724482517785454,29.364509383017147,31.189278663846544,1,31.73040090047172,31.82936271504417,31.73040090047172,28976.294313382623,NA
Evers least change,38,-9.070933360042291,-11.255964532366663,-14.79560000245076,-13.418084189377732,-12.145455378564534,-65.74489735715224,-13.762308800620326,-14.999949489320748,0,-15.696160228850594,-12.099195432151221,-15.696160228850594,27277.712325721262,NA
Evers least change,39,-29.23887301235668,-29.6821830150867,-73.70873991394151,-31.473489222931356,-29.468341602035103,-93.0559838519964,-31.95459684739119,-31.3394119378354,0,-29.52205315904031,-30.53382517117858,-29.52205315904031,26354.733655307427,NA
Evers least change,40,-31.30103014933116,-32.42128803526991,-81.61076937127235,-35.286782108287426,-31.35293845671128,-70.61531496617904,-34.48123812575767,-36.45686028213828,0,-35.22038157023551,-33.10549721002189,-35.22038157023551,27463.35605472147,NA
Evers least change,41,-24.587686915139543,-27.341091163008603,-74.89272072675817,-29.233599730846706,-26.310748240027156,-78.05326282956383,-29.41059377184455,-30.95016352144787,0,-30.628484839105774,-27.385657164464487,-30.628484839105774,25957.794352218567,NA
Evers least change,42,0.3731233086936736,-3.0220352717742762,-61.83254773568964,-4.912686577470687,-4.285438807527642,-12.506910535376598,-5.205215650496603,-7.387197936857437,0,-9.268185194679159,-3.507554431700315,-9.268185194679159,28621.381410206883,NA
Evers least change,43,13.742601434712723,7.745590636936106,7.275812490584172,8.544580973991067,8.921477451373455,10.232865796116448,7.839033439654081,6.6633281095010375,1,10.080800331620024,9.761923324932832,10.080800331620024,26360.152230027932,NA
Evers least change,44,26.491738362931592,18.296542771675696,16.583617660092237,21.128238440386145,21.382978439577215,25.07853412058318,20.872889092595408,19.341880502607015,1,22.426161145274953,22.468961083872593,22.426161145274953,22103.54543102609,NA
Evers least change,45,13.94392460597047,6.8732741997212745,8.597101881606495,8.218571651484647,7.933009307591482,8.500545096766194,7.93914696502715,5.375295884356212,1,9.57030837101819,9.508663132518437,9.57030837101819,19834.103407090228,NA
Evers least change,46,46.56550360291245,42.426702338616906,43.13477210309827,42.49447362663546,42.09589673695504,47.08610140204225,41.058332875000694,42.78757716007002,1,42.79560502873735,43.05355171037591,42.79560502873735,31196.90250004136,NA
Evers least change,47,60.37490887682346,56.045777640106344,56.483074633330666,56.66417699934703,56.547123082267525,56.85327937838396,55.71425673803088,57.781763605019826,1,56.89354970322319,57.325116424117226,56.89354970322319,30362.9291180311,NA
Evers least change,48,80.72084027517592,76.89277872941648,78.4237439233934,78.67040049628153,78.62195026322267,97.1101713256163,77.53171171547808,82.2440220897243,1,78.45699952676276,78.88622568753955,78.45699952676276,32174.612245864286,NA
Evers least change,49,-6.857290723250103,-10.788797421490482,-13.808259715392316,-13.733683711713256,-12.85098602585869,-26.129478968322665,-13.39336701076213,-18.114188696071952,0,-20.362210324211283,-11.708831867896045,-20.362210324211283,22869.251581407807,NA
Evers least change,50,-11.838696434714796,-15.944671581761478,-16.7541502885649,-18.332647542217444,-16.400799937728827,-27.28809099107724,-17.609927389596468,-22.15521550946982,0,-23.752328302977062,-16.045517826064383,-23.752328302977062,23790.050383834747,NA
Evers least change,51,12.240562521241587,8.930501863871882,9.02984488662925,5.7662177298787975,7.097861344821621,-2.3409117934082904,5.9789379001473355,2.728315525680198,1,7.92292261920727,7.770894874022336,7.92292261920727,26857.301000129693,NA
Evers least change,52,-17.661717021041795,-18.793630809619028,-97.86686844351291,-21.363972657282716,-20.648972741731097,-29.1394350895274,-21.62822861383943,-22.919962944529743,0,-22.783208072691828,-20.32572275847376,-22.783208072691828,24697.669161104917,NA
Evers least change,53,-23.803700031713383,-25.72996825180392,-96.78449467996116,-28.776325644819885,-24.956602665158336,-88.0029033228557,-28.760665756699215,-30.424465467286574,0,-30.22376569792864,-26.574323524597702,-30.22376569792864,25816.367296593435,NA
Evers least change,54,12.303068766483438,8.265257481732096,-90.4127976879242,7.378746854962337,10.858585839901746,3.2244317961438673,6.971861380223593,7.075118151797405,1,10.306094763128128,9.378065710392779,10.306094763128128,23019.806220387283,NA
Evers least change,55,3.372885221778066,-0.5256915949284569,-87.46714968538592,-1.318555857898812,2.00156366660143,-2.047934567859228,-2.5281919085736404,-1.5269486387444555,0,-2.974555701292031,0.3819252804767609,-2.974555701292031,26003.472949403866,NA
Evers least change,56,-7.927971988262477,-11.896377036306776,-72.90236094721341,-13.31920158066062,-9.65579088795704,-15.621200122476475,-14.721045023128228,-14.395516395377996,0,-15.467182672299952,-11.40600237000209,-15.467182672299952,28462.291400427937,NA
Evers least change,57,20.057844274509208,16.135165286922827,-64.03271867467801,15.64126016459404,18.423326347754337,5.7544138399561575,14.835183281279768,15.920054715222054,1,18.015607595469916,17.23940351703434,18.015607595469916,22875.267696794064,NA
Evers least change,58,-34.345524661958684,-36.12729268006721,-40.173733156173746,-38.285077321598784,-36.25692557298456,-39.97665423854768,-38.65127359711002,-40.027135804277094,0,-38.80725427589273,-36.884700288413015,-38.80725427589273,30127.837814949922,NA
Evers least change,59,-46.51527035035202,-45.76812593192668,-74.0822605576983,-49.655257445902905,-46.3806646176195,-91.84861863807076,-49.11461608861344,-50.777393535304164,0,-48.193596304111,-47.91645212562197,-48.193596304111,30085.365709991074,NA
Evers least change,60,-25.792862657986,-28.63148180462497,-83.38574944262108,-30.012797015391214,-28.203997551637812,-29.52329360279741,-31.224746852456803,-31.536514155131258,0,-31.048573691943826,-28.808601019367956,-31.048573691943826,33075.016376812564,NA
Evers least change,61,-21.42697117733701,-24.01763394645939,-29.46731090508997,-25.11985938074656,-23.21290447913677,-27.840489029971,-25.413760273135793,-26.231912380008193,0,-25.712720625647275,-23.793373827589033,-25.712720625647275,27838.19983143687,NA
Evers least change,62,-17.81272009079527,-19.501226741065164,-26.41231065505454,-21.3392346841652,-19.256786680473276,-26.624232715893704,-22.091004427362616,-21.921136181339666,0,-21.526601986023085,-20.12493647069909,-21.526601986023085,30050.260958639163,NA
Evers least change,63,-16.175358762290987,-18.1348164983228,-25.55939853613925,-20.60540061641522,-17.870742595139177,-68.76130805866889,-20.698380181950004,-21.921758563885575,0,-22.038567081428994,-18.837470538948846,-22.038567081428994,27309.846953878066,NA
Evers least change,64,12.30717764088518,10.440063936418554,4.33785514805462,9.314863604107623,10.94811140306351,14.346446829140469,8.811090210923389,10.056753217179727,1,11.520677502236078,10.345310714744926,11.520677502236078,22913.135783119393,NA
Evers least change,65,20.121882724541777,18.47482470709075,12.556678537704205,17.372976515215903,19.680113191284775,23.686802229909382,17.550586391690615,18.726506978706876,1,19.853976672206404,18.681389705683266,19.853976672206404,17773.536625370194,NA
Evers least change,66,39.13911030536164,36.53991826118302,32.446999758127625,37.14489052762361,37.14936559600528,72.49427844188577,35.90854357085995,39.315343716532624,1,37.90090373012278,37.33547749996262,37.90090373012278,15438.42143083123,NA
Evers least change,67,-23.300487697452247,-25.859046570640203,-29.34428596146971,-29.75379198282831,-22.982822532982617,-34.39716971343819,-27.180854127932356,-32.292444758507706,0,-32.554762707560755,-25.804489085298883,-32.554762707560755,25694.893283477373,NA
Evers least change,68,-2.9630659358826694,-6.337548172226964,-7.395339331399348,-9.984108785069267,-3.128468968626219,-14.26122603012739,-7.902565890513991,-12.130411272466304,0,-13.99063737162541,-5.994552395023037,-13.99063737162541,26043.410107245774,NA
Evers least change,69,-24.19560413093263,-26.336459794536072,-31.537613495231355,-30.102357664777102,-23.245151612372112,-36.52957765474946,-27.99581697368194,-31.94378331680282,0,-31.847905582079612,-26.384732595440944,-31.847905582079612,23017.181252943752,NA
Evers least change,70,-21.87665096810887,-24.89070776884011,-27.301731009992476,-27.907403612353782,-21.901885407090365,-34.77298448671259,-25.623683452450575,-30.246224810643355,0,-30.461824872353297,-24.327405860000898,-30.461824872353297,25338.9832889576,NA
Evers least change,71,12.442900520209763,9.611230410259353,7.635080918641801,7.447484024922712,11.890646789613864,14.338258265395924,8.596459371320641,7.0125546286141365,1,11.160782486812167,10.094372676516745,11.160782486812167,27496.913823613915,NA
Evers least change,72,-19.34070570866438,-21.348641360215424,-36.318630534231154,-24.77254030201174,-19.669623503392053,-24.489460566734532,-23.027303783845532,-26.68018229573569,0,-26.84290634797812,-21.702543324478427,-26.84290634797812,26736.71578507266,NA
Evers least change,73,4.664122137404581,2.2807421036491915,-0.94292803970224,-0.07618757380670749,1.6547011172111936,-3.833066061720186,1.451724402795912,-1.9519886693085187,0,-3.6593301322472,1.9235900209012446,-3.6593301322472,25985.256810875115,NA
Evers least change,74,1.1712045232726398,-0.6551478325808768,-4.205117804144271,-3.3316472770190564,-0.19020446980504424,-4.040061110168058,-1.5408740710438409,-4.526123209314583,0,-5.715512178796856,-0.9728803236488255,-5.715512178796856,29231.614992963943,NA
Evers least change,75,-24.829965915896366,-27.364979168826565,-30.40444756086832,-30.312834731726827,-26.96819785182828,-89.49724594023385,-28.368849390244133,-33.36611063104062,0,-33.409029974161186,-27.6199619724239,-33.409029974161186,26594.923169034715,NA
Evers least change,76,77.4429451199901,70.67565860389986,73.15959157730882,76.57690615024478,73.5192282691696,98.13529765011458,70.28143959929527,81.49478417113777,1,73.92938989198188,74.45512978467494,73.92938989198188,26500.961917838365,NA
Evers least change,77,81.01122821674151,77.28722806591098,78.44271343079664,78.95147574000737,78.89315259985612,91.18992078711872,77.17041618894908,82.73720647289203,1,78.56333621696157,79.00656818638853,78.56333621696157,33285.16863669363,NA
Evers least change,78,65.16750331956173,60.18824958837359,60.69252508802733,61.59240356532344,60.87335095269988,61.50562398064532,58.945099350325705,63.30182683050723,1,61.03486734619645,61.64458929697769,61.03486734619645,31663.284349862002,NA
Evers least change,79,44.70032345054531,40.47605640237842,40.48425579951332,39.79028355577994,40.084654758987064,42.89884710460468,37.82407216343113,39.70176968720582,1,40.257830308102804,40.599833482185865,40.257830308102804,34575.386947225954,NA
Evers least change,80,42.39675824543095,37.83470493486987,37.9520583332308,37.17366781504262,37.28503052668709,37.49180906712274,35.996428210119404,36.345267469914404,1,37.81104216135894,38.212971199320016,37.81104216135894,33103.66342040342,NA
Evers least change,81,16.4362502909755,12.590491777197489,-5.814667630953951,10.940249597788291,12.044518091996858,-0.24803758806137277,10.717973445926852,9.047722086493252,1,12.82567965572165,12.534747856671876,12.82567965572165,26032.081468024746,NA
Evers least change,82,-0.9970797155976596,-3.352776631964388,-11.242864330276452,-6.093125233313246,-2.8696826886671136,-5.468105294585651,-6.5855400921427885,-7.141234904620666,0,-8.533261394677872,-4.136356932430202,-8.533261394677872,28333.29495222078,NA
Evers least change,83,-32.633736922207014,-34.91164109876033,-39.18343294544958,-37.093227794085145,-34.875753841657556,-62.61020306683641,-37.91853511043758,-39.036706337302434,0,-38.191782247771386,-35.63031341709682,-38.191782247771386,32808.91231252898,NA
Evers least change,84,-8.348906118153238,-10.374057263972665,-15.153827963369316,-13.456359063659212,-10.566292716247228,-46.333669031762774,-13.975015092633065,-14.931991282069443,0,-15.901685592610438,-11.586643247673186,-15.901685592610438,29610.97322914366,NA
Evers least change,85,3.746998002683161,0.8312569039056195,-3.432440829157585,-0.9507862953605783,2.5281494170564245,-17.919697174854583,-1.4896079729377787,-1.3016229894023967,0,-2.7498896790404324,0.9586882878603069,-2.7498896790404324,22386.26134738673,NA
Evers least change,86,-24.551425685375445,-26.076850630043335,-30.93729715337429,-29.576916018567296,-24.144771957871235,-74.28585405861394,-28.591744376446016,-30.86833848341641,0,-30.4499841316716,-26.716214509564995,-30.4499841316716,30018.55701844048,NA
Evers least change,87,-32.42245903004027,-33.62041488237697,-37.94282949410622,-37.07055533250731,-31.607643029479476,-39.67253263225531,-35.62719646266975,-38.4199448868767,0,-37.28687648796789,-34.1819634636742,-37.28687648796789,25765.415924618294,NA
Evers least change,88,6.152631900706995,2.89819308348237,-65.90672307610703,0.8723253742620618,4.467289381585438,-1.6055119545686558,0.1324627629900932,0.16329443988602693,1,3.8944927413656276,2.9061773548861467,3.8944927413656276,22694.384277223973,NA
Evers least change,89,-27.862938846524653,-30.07691916228173,-77.09321023168553,-33.01440749065656,-29.142198604405227,-33.66889031355806,-33.03943580642583,-34.94649593786734,0,-34.579230568422,-30.764745187003065,-34.579230568422,26567.256112718766,NA
Evers least change,90,14.356066348922884,10.463506350078628,-60.15899428769056,10.436810301465178,12.848562632602734,9.544793652586153,9.32403925487847,10.92081287376567,1,12.729886376660605,11.741369634467317,12.729886376660605,18292.06620520586,NA
Evers least change,91,32.844678361879645,27.635210924856413,29.418539992568455,28.001423957262332,31.53460839157204,29.31398561904897,27.630782897937635,28.538597577394352,1,30.48284797871031,30.002873402162912,30.48284797871031,25241.22562250427,NA
Evers least change,92,-12.89602291877317,-16.370892417423793,-16.947150870977268,-19.922385793225633,-12.896800169527443,-23.356489325652323,-16.600197264033618,-22.771534353575245,0,-23.96819464936001,-15.578851536389966,-23.96819464936001,23480.204333403395,NA
Evers least change,93,-13.58122203718683,-16.973175095822246,-17.211041939219164,-19.52558449523439,-15.288065234643556,-21.96049737632057,-17.420185169214474,-22.251818356975438,0,-23.15526422580375,-16.453764234069812,-23.15526422580375,28188.144252646092,NA
Evers least change,94,4.201081087882091,0.10415787110440444,2.6560972661918534,-2.754766280256632,3.498494860489998,2.8511532095303496,-2.2199076144199745,-4.342144084823868,0,-6.7112129613501725,0.6812255134238707,-6.7112129613501725,27561.70817456441,NA
Evers least change,95,30.071908914558648,24.75486055304492,27.45501781501098,24.441714492799015,28.38907179412712,28.587521609712024,23.51604458478644,24.491853516751032,1,26.991667624622416,26.604684946567808,26.991667624622416,25224.61628293169,NA
Evers least change,96,0.05654808713618786,-3.403629395891455,-3.1233290450938367,-7.291356215023292,0.02152793231076644,-10.641293915554536,-4.50724218662727,-9.666089068234601,0,-11.834341570833079,-2.930130595550902,-11.834341570833079,25288.07821018256,NA
Evers least change,97,-15.862762219927012,-19.213645537322776,-23.30619956192165,-20.597509797688616,-19.354554113866957,-78.60380307034946,-22.00174407567156,-22.463633209953322,0,-22.954843412526163,-19.454142551788536,-22.954843412526163,27527.243231701323,NA
Evers least change,98,-17.794269880439415,-21.201364606059837,-25.60468589051049,-23.11586530055017,-21.122650509135433,-23.08150104356423,-24.531938286404735,-25.266795824123196,0,-25.867123599715374,-21.641180994132437,-25.867123599715374,29505.962715328493,NA
Evers least change,99,-30.21924043112166,-33.542041333041034,-37.11277967145919,-34.812140439088544,-33.33897451053567,-46.662386324134225,-36.95089059918768,-36.708555516077936,0,-36.19196216347644,-33.83031149498339,-36.19196216347644,34836.68954252736,NA
2022,1,-10.629675810473817,-12.830271766482138,-69.85627220284847,-16.2188249213812,-11.054000689503868,-24.988995786958434,-15.471015642351745,-17.598895001141443,0,-18.405986860874386,-13.343379265927657,-24.988995786958434,31718.246385899416,contested
2022,2,-12.70931730356376,-14.637865311308769,-77.43332664928815,-17.3703863277323,-12.954586574995474,-18.43458458826122,-17.459333284703476,-17.994201670438617,0,-18.26187956394961,-15.123405872748753,-18.43458458826122,27365.38168524594,contested
2022,3,-10.19103806714426,-13.262222222222226,-72.76243728696717,-14.87990420511376,-10.984606653897988,-98.3286132132411,-15.85112480298037,-15.388841310216502,0,-15.902868142310908,-12.976668432284095,-15.902868142310908,27910.824743447865,uncontested
2022,4,-0.31514464785241114,-3.4909586681974747,-68.88982209666335,-5.915142907864368,-2.2198429693076394,-11.066121976790429,-6.591343897772811,-7.145646363948876,0,-8.80233365790069,-3.7603686056993073,-11.066121976790429,27758.064944069552,contested
2022,5,-13.77805008807536,-16.672479944192542,-73.7083195774183,-18.424591738712778,-14.868059053745108,-19.664813219516013,-19.084148727984346,-19.28720736733015,0,-19.58564059244088,-16.5387124021294,-19.664813219516013,25570.724698225287,contested
2022,6,-35.66290968411686,-37.78760398710934,-80.12153113751597,-40.16292824461556,-35.69027341999103,-26.518501719771702,-39.89824759751273,-41.558072728963204,0,-40.26768418232642,-37.853589736559044,-26.518501719771702,26576.130905067414,contested
2022,7,25.768639508070713,23.72063553952627,20.782621345100132,22.123553976863622,24.22435524529766,23.710676244736188,22.001865396887737,22.812112738587047,1,24.283678649469195,23.529603531779934,23.710676244736188,20490.783584262244,contested
2022,8,63.54556803995006,58.46938775510204,59.93714644877436,60.958734865332346,60.386837478020595,98.1044776119403,59.02538589105754,63.40276083079064,1,60.71234052894775,60.979131568590134,60.71234052894775,8003.168700904346,uncontested
2022,9,47.35479695842098,43.928923988154,43.70936280884265,43.59467692801026,44.69437652811735,44.13258932289498,43.783112582781456,44.381864660879,1,44.91554548255655,44.85674074933251,44.13258932289498,12265.132023038052,contested
2022,10,72.47608490372377,69.63167126033576,70.28856871568344,71.34225996080993,70.81500539463856,98.78955394586352,69.56393635827932,75.49761424806667,1,70.99083113638957,71.04932165436288,70.99083113638957,23979.506811122203,uncontested
2022,11,78.54339293501963,76.49080379303761,78.22525597269625,78.5042708781417,77.16282584057423,98.99695628112894,77.41337424881729,83.33380861997735,1,77.88670116800944,77.9059659756382,77.88670116800944,15948.298794536748,uncontested
2022,12,59.634373413079054,57.72306637724209,57.7265554553652,58.205701509223026,58.04255319148937,57.69054703593499,57.74275195582145,61.33641412502733,1,58.629215220328255,58.406345017403225,57.69054703593499,17631.185453844766,contested
2022,13,-5.215285570846379,-9.559526655510403,-13.12815215409856,-10.901132700440662,-9.236048940614744,-12.594329695439106,-13.30020904656588,-12.774041734141449,0,-14.422207197956492,-9.663169064616916,-12.594329695439106,33107.21128056596,contested
2022,14,28.979863888304212,26.128046614083704,22.56801025494944,25.20453667614734,25.98598031579693,26.78021899377371,23.53551990833572,25.779475999679747,1,26.350271540309826,25.926475197146047,26.78021899377371,27979.43478419626,contested
2022,15,-13.154163647247865,-15.05355715427658,-19.940824554558457,-17.644084934277043,-15.35076530612245,-95.80928704608009,-18.885107762113112,-18.732120817834844,0,-19.13873797615441,-16.258530412440116,-19.13873797615441,30947.135850361847,uncontested
2022,16,83.23414602930825,78.37503257753453,81.66815343443355,83.23754184298616,80.4408247689225,98.75148217897748,79.87153437766271,88.35561878754575,1,81.33534537317253,81.6960117547199,81.33534537317253,15518.66300057976,uncontested
2022,17,70.47640861200183,67.61297528738307,68.32076764907471,70.1312860582383,68.75028811137234,67.98057164206988,68.19158878504673,74.63420737807813,1,69.46001894401294,69.3873928916648,67.98057164206988,21674.44905256109,contested
2022,18,69.18916236601827,65.84245849523136,66.26224454278753,68.28955797565663,66.89006702010603,98.45261121856866,65.76626799108047,72.39177338856106,1,67.47468592013584,67.53376383821535,67.47468592013584,19934.044661477143,uncontested
2022,19,68.26495132127955,63.24485849885744,63.73752877973906,66.43816645893921,65.46218487394957,98.25765575501585,63.0143286750398,70.10417882165686,1,65.56008120955234,65.79490783230203,65.56008120955234,28386.370048569388,uncontested
2022,20,32.82406735375236,30.96036866359447,27.774922918807817,29.261827820340585,31.615057235104203,32.74428274428274,29.627428401619554,30.244086046834617,1,31.487496308003394,30.832095202704178,32.74428274428274,26997.913061376767,contested
2022,21,0.9676915873263636,-0.6691214316823069,-8.02164382479561,-3.2757407552185147,-0.9342834520981724,-8.423880832905283,-3.803176630217892,-3.825123715094983,0,-4.981608269186769,-1.761377312552054,-8.423880832905283,25016.923941151945,contested
2022,22,-24.531020454288615,-27.376795833094835,-31.864475435449336,-29.380465853451447,-27.51570531125071,-29.172461752433936,-30.99684414719593,-31.310054966774196,0,-31.242794515842483,-28.106008941546676,-29.172461752433936,34606.77828720306,contested
2022,23,28.174488079354955,24.267143988966815,-0.2560266001662481,23.654728043188022,24.480491012713717,25.54278793607656,20.75510808409831,23.907757679810818,1,24.500605568524424,24.26620380483875,25.54278793607656,33812.27811460984,contested
2022,24,-14.808848131854512,-18.359546337489817,-47.87043853191714,-19.938593226646823,-17.83964295746075,-22.335697399527188,-21.56491560182995,-21.6733281834349,0,-22.3495650084108,-18.53799997944801,-22.335697399527188,31740.60064313393,contested
2022,25,-20.69724482175844,-19.926655239765616,-94.70010470160044,-25.3133622388648,-19.186785260482853,-97.11330890104924,-24.233670357887977,-25.76933998858904,0,-25.291968159967666,-22.357765669748517,-25.291968159967666,25003.42636707443,uncontested
2022,26,-17.39397900726672,-18.64677469616703,-93.58712314767502,-21.473124903742494,-18.927235899033967,-25.686243841401417,-21.668761785040857,-22.54639418391227,0,-22.418212071615606,-19.865775398771007,-25.686243841401417,25473.32313856185,contested
2022,27,-12.691259693984486,-14.465252947215635,-93.10684622964664,-17.779802368771456,-13.609488405027436,-64.40843640738375,-17.613879765814648,-19.02092887638657,0,-19.54737821910304,-15.423607558399507,-19.54737821910304,27979.65807825076,uncontested
2022,28,-21.56528330490809,-24.3949697959804,-26.608009708737868,-25.656772432616854,-24.88318200812977,-24.97632306701519,-24.97903164315669,-28.022592621499527,0,-27.830822146317256,-24.271067347202848,-24.97632306701519,26308.208113234778,contested
2022,29,-14.91052015387188,-18.385593753935268,-19.74765258215962,-20.528276612666925,-17.31326972384515,-20.119087554511907,-18.7568524921987,-23.35480920991961,0,-24.118948803824004,-17.877229745645664,-20.119087554511907,23716.01201677553,contested
2022,30,-10.03716249547802,-13.33994381094034,-14.560221870047544,-13.976125489164392,-13.537667152124982,-17.035741394673448,-14.90214259694671,-15.393647487712233,0,-15.910482196419114,-13.113274433428526,-17.035741394673448,30048.49359668659,contested
2022,31,-8.831807190708368,-18.0161457917033,-17.918544816306998,-14.135876042908224,-13.23611890072911,-18.384423525625554,-15.70966437525273,-16.405846373115313,0,-17.69535457641655,-12.978366627399607,-18.384423525625554,24783.26991994328,contested
2022,32,-17.786655064667954,-24.759710858686155,-26.776172570750052,-22.31457294387715,-21.32066470541465,-25.897098151917938,-23.967140853536367,-24.083391983823343,0,-24.37179553202652,-21.347258391874032,-25.897098151917938,25036.672135662648,contested
2022,33,-0.12360939431396711,-4.682962690681858,-8.001620208417714,-4.737572085553693,-3.575628399235631,-0.9080214690096288,-5.158421345191772,-6.279970714579013,0,-7.703892328818875,-3.3988078060737656,-0.9080214690096288,26924.794729863537,contested
2022,34,-16.409390823998777,-19.149331352154537,-22.024724767820896,-21.318688080733494,-16.60549609844863,-23.562650528005925,-21.161812801744272,-22.261526962109723,0,-22.391284207177723,-18.873846951231293,-23.562650528005925,32176.872933521045,contested
2022,35,-27.796318596249787,-28.952586356837234,-38.91336779655136,-32.72124810161535,-26.25634253145201,-69.7918532583384,-31.13313257230899,-33.747907589631694,0,-32.94143862710716,-29.476760450406534,-32.94143862710716,28609.434256045686,uncontested
2022,36,-33.596921664842725,-34.66195221257902,-69.67884015415673,-37.87568064493317,-32.900448302853484,-40.87205146533238,-36.80862533692723,-39.011655239459984,0,-37.66438530350379,-35.295418987389155,-40.87205146533238,27929.471627961364,contested
2022,37,-6.46448241773761,-9.757666738151404,-19.018993177208195,-10.823186965318945,-10.02997216870049,-11.592569704460365,-11.752837326607825,-12.351220417824871,0,-13.282187321455355,-9.767619719591217,-11.592569704460365,27709.98998903522,contested
2022,38,-9.718793086863114,-12.773010920436825,-16.24045926022571,-14.572945150394084,-13.339600622406644,-95.2590811965812,-15.464391204463412,-16.50790930641762,0,-17.449582591654192,-13.273932516031813,-17.449582591654192,30512.12687375659,uncontested
2022,39,-27.086938910778063,-27.499252839210996,-72.77185786258862,-29.573804573804573,-27.62075000930994,-97.63658243080626,-29.74092483807802,-29.737020153949807,0,-28.195780221892043,-28.50560458299265,-28.195780221892043,26512.26602439709,uncontested
2022,40,-30.64929279429781,-32.055358144754074,-79.62640493905336,-34.662952646239546,-30.74854325414612,-75.28775859387153,-33.84250724255992,-35.85064389563726,0,-34.67284622483584,-32.47582398431085,-34.67284622483584,26613.983564185928,uncontested
2022,41,-14.839926181497232,-18.049750436229356,-67.94877920588657,-20.05629272215521,-18.036437246963565,-96.88194839443612,-20.21411870872472,-22.406015583741464,0,-23.118660502188945,-18.28669371483518,-23.118660502188945,24507.03518820629,uncontested
2022,42,-14.68629136226902,-17.313540912382326,-96.3819719925441,-19.35425944548197,-17.851317554097644,-20.434861387932596,-19.59291257870845,-21.380371852392244,0,-21.86578790675918,-17.871195235139272,-20.434861387932596,27296.277758809145,contested
2022,43,30.61256170635537,25.293563579277865,26.28164953622461,25.542716541564143,25.621079046424093,24.60613729832331,24.9960389137117,24.207328751659126,1,26.60710527174883,26.693099052013824,24.60613729832331,31476.523676886605,contested
2022,44,26.338645937377866,18.075610396429504,16.305960380486955,20.916430285838977,21.01028752308098,24.936207655081393,20.599664399894017,19.011953474001107,1,22.13444350423926,22.216257036547958,24.936207655081393,22500.740009425142,contested
2022,45,16.253782148260214,9.52335512190467,11.230534059424862,10.495585303332383,10.392720306513414,11.570525105404371,10.327370907863653,7.753372786508705,1,11.895630955156017,11.867364666492417,11.570525105404371,20714.130913693887,contested
2022,46,44.53853787628184,40.05560021436227,40.63742357932716,40.45279511353074,39.695776903062246,39.377837565158906,38.16943207878052,40.77253910435333,1,40.43795964449738,40.71413549291383,39.377837565158906,29579.084349535387,contested
2022,47,63.071261950915016,58.7062693112728,59.319732397165005,59.52952788287546,59.35742174574814,59.87534347563837,58.597874757735745,60.87808934341727,1,59.68333027756988,60.13902158431859,59.87534347563837,29890.008013403105,contested
2022,48,72.95147175815433,69.4332958741371,70.26308200083314,70.28844621513944,70.15628002305772,98.44102042299586,69.22604422604422,72.916548004367,1,70.22227355168873,70.65556055559892,70.22227355168873,30828.29874313856,uncontested
2022,49,-6.526558103845176,-10.432537120723046,-13.64809081527348,-13.188825483348952,-12.117171369580175,-25.25140142924387,-12.907425892973396,-17.23964620182877,0,-19.37116344602913,-11.184995212436924,-25.25140142924387,23145.661618566042,contested
2022,50,-13.708807171910015,-17.864012712218784,-18.846636021730053,-20.144602343555217,-18.28401872283517,-29.074120289493393,-19.26189976934368,-24.065851610171478,0,-25.5187653933418,-17.84983200191102,-29.074120289493393,23855.71365540813,contested
2022,51,4.8858585097566465,1.4915693904020757,1.5721120984278858,-2.052852444142,-0.5749095754806754,-12.211246200607906,-1.590970376362727,-5.8261015008480666,0,-8.784229358688021,0.16678152844281097,-12.211246200607906,26015.205364091486,contested
2022,52,-18.67201426024955,-19.557165198781796,-97.87406686140864,-22.18385668440509,-21.464471049728267,-24.59572356176848,-22.407901316886147,-23.602423662101252,0,-23.296973056347884,-21.182060827817264,-24.59572356176848,24229.48313427041,contested
2022,53,-24.46561164029101,-26.378942556757583,-96.7534064636726,-29.387632202943287,-25.475991807631043,-97.63310768639876,-29.26135271273119,-31.004279853389036,0,-30.721986825261354,-27.147647090899135,-30.721986825261354,26030.254424558763,uncontested
2022,54,14.258705592683778,10.23558807781546,-90.13426352507568,9.45910173828642,12.85276209946224,7.729168515396218,9.04178674351585,9.311212543781572,1,12.306703694463494,11.403089043487073,7.729168515396218,22263.354794513085,contested
2022,55,-3.2400014194967905,-7.049551980999668,-88.61395615966306,-8.096646591354551,-4.514300068181004,-9.127356786823665,-9.354733524147674,-8.567257977228987,0,-9.654261303215655,-6.3014204007950045,-9.127356786823665,27563.840616798036,contested
2022,56,-10.057609217474797,-13.845566014797315,-72.74654960752949,-15.340635117448503,-11.656399252439954,-18.06891726429946,-16.88098399608638,-16.332841217365647,0,-17.20956001719462,-13.483906895862408,-18.06891726429946,28586.190524673428,contested
